SamplingOperations_code,IBD_EQR_Status
S02000010_20080811,13.310874994556485
S02000010_20100719,15.492705922619976
S02000010_20150811,13.407375807048709
S02000010_20160825,14.52212470496265
S02000010_20170703,15.93193668483245
S02000011_20100719,14.49850076900185
S02000011_20160719,13.518976389170575
S02000011_20210823,14.535292904945862
S02001000_20160720,9.170487068279598
S02001016_20080811,12.93598193732764
S02001016_20200707,14.707589695515566
S02001025_20110723,15.394170815522898
S02001025_20160720,16.07696983993931
S02001025_20190717,15.524469654078672
S02001046_20100726,14.76274307730489
S02001050_20120718,15.716052502401055
S02001050_20160826,15.26587205233048
S02001150_20170704,16.13716070964132
S02001200_20160825,15.497571088820067
S02001500_20070907,16.737971514995934
S02001500_20080805,18.192747918918684
S02001500_20160826,16.894201709186774
S02001500_20210805,18.17675615938549
S02001700_20110720,15.428425530710655
S02001700_20120718,14.612206212840874
S02001700_20160823,14.658379611268742
S02001700_20210811,15.48663171001509
S02001715_20160825,15.45824521637931
S02001715_20200703,18.03130967464527
S02001717_20160825,15.407870506104317
S02001725_20160829,15.668876080239926
S02001750_20160722,15.069195541611634
S02001750_20180716,15.158805314372728
S02001750_20210811,10.276634698440347
S02001895_20160721,12.981982221914308
S02001915_20180717,7.427472450748098
S02002000_20120801,15.130832345862558
S02003100_20080811,14.523261818392939
S02003100_20160721,9.341300196251453
S02003200_20080808,12.58632837221802
S02003200_20160721,6.853210683701235
S02003350_20160722,8.782713147429789
S02003397_20170703,15.454148065521522
S02003400_20110722,13.975505434067841
S02003400_20160722,6.487747529872479
S02003400_20200708,13.230322879151771
S02003610_20170807,14.027722986333515
S02003617_20170818,10.836474135816417
S02003620_20180717,13.222911682323087
S02003800_20110722,15.111635228390838
S02003800_20160721,14.05084484383795
S02003800_20210826,14.134431961703342
S02004000_20110723,15.345151956249651
S02004000_20160720,14.082735116704441
S02004000_20200707,12.896833840440905
S02004300_20160803,18.73580594871035
S02004300_20190703,20.166997696679715
S02005700_20160720,12.371320380321066
S02005700_20170703,16.962524343625944
S02005700_20190717,18.9186782982255
S02006450_20200710,14.202089271032492
S02007000_20110722,15.551240916809718
S02007000_20160719,11.1294214237777
S02007000_20210809,11.191346163774284
S02007300_20160719,15.613515040149082
S02009000_20100721,16.41868045903837
S02009000_20160722,16.462715288216373
S02010000_20080808,8.311553520044555
S02010000_20100720,5.96324130930779
S02010000_20160719,14.622283308628184
S02010000_20210805,13.334482435057339
S02011000_20090722,11.173939153805179
S02011000_20120801,8.950760933966393
S02011000_20160719,14.102682973453625
S02011000_20190718,3.449856236279828
S02011000_20200708,12.36895138519128
S02013000_20090723,13.940787363510111
S02013000_20120731,12.816895717519031
S02013000_20160721,12.393576938171066
S02016050_20160722,18.711387680610528
S02016050_20170704,17.123512510057964
S02017000_20070808,14.425608271024231
S02018000_20130723,10.844565323805057
S02018000_20160721,10.059079359817332
S02018500_20100722,13.770817972732402
S02018500_20110722,14.524508057168262
S02018500_20120731,14.358605908256692
S02018500_20160719,12.823573071932287
S02018780_20160728,19.758717812222358
S02018780_20200730,18.609811966497915
S02019000_20160721,15.653702474780317
S02019200_20190718,12.508141908290582
S02019500_20080807,13.069986061210187
S02019500_20160720,15.808131603734722
S02019500_20200730,16.440978173882343
S02019950_20100722,12.11358598914103
S02019950_20150716,14.00050155220515
S02020000_20080807,13.784053931818605
S02020000_20100722,13.029826221995307
S02020000_20160720,13.567169606487042
S02020000_20180517,9.952196511101306
S02020300_20210526,11.118254635309427
S02020750_20150715,12.173926836555466
S02020750_20180726,9.539478115950743
S02021000_20080806,8.760314375986184
S02021000_20160719,14.82041172899278
S02021700_20160719,14.976345390040038
S02022000_20160720,14.516324663901202
S02022700_20160826,14.390028074723006
S02022730_20160825,12.799341613824282
S02022760_20100722,13.831887420399028
S02022800_20170705,6.36524198103487
S02023000_20140924,14.127495654551296
S02023000_20160825,13.807931751042503
S02023750_20200702,13.85867437996231
S02024000_20090803,11.189976668789484
S02024000_20160720,15.815072250759329
S02024000_20190829,13.527405425126716
S02025100_20080806,12.098341875616256
S02025100_20200520,8.591957845970882
S02025125_20180726,16.803517067884883
S02025150_20090803,11.724871572532237
S02025500_20090804,12.96873828859843
S02025500_20160825,13.263223886717526
S02025500_20170706,13.608547567854288
S02025700_20160825,19.926217374762075
S02026250_20170706,16.157725430609815
S02026250_20200701,19.83293987324791
S02026500_20160823,15.112909839292513
S02026500_20200703,15.704889704599168
S02027000_20160831,14.522911126214808
S02028000_20130821,18.782146213202026
S02028000_20160824,17.321290953779936
S02028500_20160823,14.213677656198342
S02028500_20180803,13.308950341900982
S02029000_20120718,14.61459237388101
S02029000_20160830,12.842430038268162
S02029000_20180802,11.562243859647197
S02029160_20130821,19.938821579652313
S02029160_20160824,17.037158946441565
S02030200_20160822,14.175482335741208
S02030350_20100727,13.288002979129473
S02030350_20180801,13.690083581455696
S02030500_20080807,14.03207791930754
S02030500_20090804,14.089210644158385
S02030500_20160830,11.733118888890743
S02030500_20210811,14.077270901406877
S02031400_20160901,14.62941944354904
S02031650_20160901,15.559616285262337
S02031650_20180731,16.232471158295112
S02031650_20190808,18.22711648606486
S02032000_20070807,14.061678668078187
S02032000_20090805,13.096140420284371
S02032000_20130821,14.28306292253346
S02032800_20160825,14.011057984988952
S02035000_20090805,14.216339074836469
S02035000_20170707,7.0999327983018645
S02036000_20080807,10.744749986315696
S02036000_20160826,12.487687032115161
S02036250_20160825,12.967865989445755
S02036250_20170816,14.505291949819934
S02036265_20090805,10.27702241592712
S02037000_20160830,14.264454102818263
S02037500_20120718,13.038690138005165
S02037500_20160824,14.583371575491896
S02037500_20210806,10.865058292710529
S02038000_20090803,14.192690173329169
S02038000_20100906,13.847289206452245
S02038000_20160823,13.733094151005588
S02041000_20090805,10.72749885380577
S02041000_20160817,11.413618878494901
S02041230_20150822,14.35499581478635
S02041500_20170818,13.28637741477769
S02041575_20160824,13.942831769331235
S02041650_20130822,14.873887911833293
S02041650_20160824,14.547869335452702
S02041750_20070804,12.191922791557118
S02041750_20160824,12.34386097080312
S02041950_20100921,12.526398753540576
S02041950_20160817,12.694971040546449
S02042000_20160817,14.119783464718836
S02042000_20170818,12.399611651092783
S02042500_20160823,13.288827474503023
S02042500_20200701,11.573617805678598
S02042900_20160819,14.191018030904345
S02043450_20160818,11.657348519763502
S02043500_20160818,14.203012586324064
S02043600_20130723,12.863237000096348
S02043600_20160818,14.082751514265112
S02043690_20180801,13.49744372523702
S02043780_20160825,14.121101485467307
S02044000_20070910,12.782273263430966
S02044000_20110720,14.91375634641716
S02044000_20140930,13.978959193727889
S02044000_20160823,13.780143702254833
S02045000_20130821,13.159091759084902
S02045000_20160823,9.99687203697519
S02045050_20130821,10.887682668060336
S02045050_20160822,14.33169729280408
