,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.0,0.53125,0.842911877394636,0.6216216216216216,0.0,0.7854984894259819,0.3991566998032515,0.7366491269892665
recall,0.0,0.3269230769230769,0.9691629955947136,0.575,0.0,0.7854984894259819,0.3742172145035581,0.7854984894259819
f1-score,0.0,0.40476190476190477,0.9016393442622951,0.5974025974025974,0.0,0.7854984894259819,0.38076076928535946,0.7541264474056313
support,2.0,52.0,227.0,40.0,10.0,0.7854984894259819,331.0,331.0
