,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.8888888888888888,0.7553516819571865,0.92018779342723,0.8160779537149817,0.6333333333333333,0.8443692605123247,0.8027679302643239,0.8382227614362635
recall,0.4,0.6159600997506235,0.9503030303030303,0.9190672153635117,0.40425531914893614,0.8443692605123247,0.6579171329132203,0.8443692605123247
f1-score,0.5517241379310345,0.6785714285714286,0.9350029815146095,0.864516129032258,0.4935064935064935,0.8443692605123247,0.7046642341111647,0.8367041826096873
support,20.0,401.0,825.0,729.0,94.0,0.8443692605123247,2069.0,2069.0
