,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.75,0.8028169014084507,0.8805460750853242,0.7460629921259843,0.6888888888888889,0.8061116965226555,0.7736629715017296,0.8025358894289921
recall,0.17647058823529413,0.8260869565217391,0.9148936170212766,0.7750511247443763,0.4492753623188406,0.8061116965226555,0.6283555297683053,0.8061116965226555
f1-score,0.2857142857142857,0.8142857142857143,0.8973913043478261,0.7602808425275828,0.543859649122807,0.8061116965226555,0.6603063591996432,0.8006706769975738
support,17.0,690.0,564.0,489.0,138.0,0.8061116965226555,1898.0,1898.0
