,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.0,0.45161290322580644,0.8705882352941177,0.5526315789473685,0.14285714285714285,0.7794561933534743,0.4035379720648871,0.7390973866041475
recall,0.0,0.2692307692307692,0.9779735682819384,0.525,0.1,0.7794561933534743,0.3744408675025415,0.7794561933534743
f1-score,0.0,0.3373493975903614,0.921161825726141,0.5384615384615384,0.11764705882352941,0.7794561933534743,0.38292396412031404,0.7533559977076424
support,2.0,52.0,227.0,40.0,10.0,0.7794561933534743,331.0,331.0
