,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.7111111111111111,0.7675718849840255,0.8800342759211653,0.8151774785801713,0.7560240963855421,0.8133182844243793,0.7859837693964031,0.8118848382820341
recall,0.43243243243243246,0.7694155324259407,0.8703389830508474,0.8751642575558476,0.6197530864197531,0.8133182844243793,0.7134208583769643,0.8133182844243793
f1-score,0.5378151260504201,0.7684926029588165,0.8751597784405625,0.844106463878327,0.6811397557666214,0.8133182844243793,0.7413427454189495,0.8110441891854293
support,74.0,1249.0,1180.0,1522.0,405.0,0.8133182844243793,4430.0,4430.0
