y_unc,cb_oof,xgb_oof,meta_oof
10.2,11.316657235351158,13.832072257995605,10.641814203501053
10.7,10.275954331445973,13.434678077697754,9.473524116764214
14.9,14.370937805244466,14.897417068481445,14.143858930951973
13.7,13.20333115811809,14.296178817749023,12.945974882339586
13.7,13.741303122602403,14.220260620117188,13.754260897841277
15.8,15.56019458323135,15.319051742553711,15.502511409837114
13.5,13.577581679652212,14.147343635559082,13.578021709033234
9.8,9.727947923733154,11.99510383605957,9.752001745089254
12.0,10.861266090360004,13.095396995544434,10.539383584012294
12.5,12.920494417499867,13.840850830078125,12.880751318183185
10.8,10.688742823025677,14.128353118896484,9.547546736638644
14.4,14.537435638369061,14.473821640014648,14.684637752940805
12.8,11.902452197798993,13.74388313293457,11.525963933809852
12.5,12.10922529999516,13.275934219360352,12.155343801473794
13.1,14.439509900857956,15.251554489135742,13.982621807613786
18.6,18.837239323183894,16.887765884399414,18.950784397170388
12.8,13.686310629331274,14.693902015686035,13.333233492714132
14.5,14.686231877858518,14.615806579589844,14.789813161788777
14.2,18.861286007566378,16.526670455932617,19.246738541351732
17.8,18.191299843078014,16.027660369873047,18.671249347826773
14.1,14.115528683851153,14.276040077209473,14.237646405944774
13.7,13.907027657580329,14.304621696472168,13.924991672969337
15.8,15.597167841624469,15.240283012390137,15.611488036343502
13.3,12.37069096666528,13.494379043579102,12.362713973003705
14.0,12.33222209685482,13.348402976989746,12.414891905826975
12.7,12.785751264193095,13.812054634094238,12.71303256717634
13.1,13.145317060610978,14.092708587646484,13.01255236751114
14.4,13.4271876770581,13.968145370483398,13.497640213235048
12.9,12.74519919246086,14.094138145446777,12.451363537992092
14.0,13.084574008651543,14.509369850158691,12.62486317137762
16.0,17.139640676090494,15.71541690826416,17.42576978146726
17.6,14.331839300110005,13.697932243347168,14.960394817410481
14.9,14.73570003779605,14.650028228759766,14.83420913068167
14.2,13.617588491237257,14.08464527130127,13.679572133285452
12.6,13.050201984035084,13.795511245727539,13.095270597187577
14.2,14.304313320229994,14.551154136657715,14.302102828806296
8.9,8.7088922400726,12.321308135986328,8.088415195500737
6.3,6.733706482336856,11.079374313354492,6.2253332322263315
12.6,12.106103461501334,13.554060935974121,11.948949840681431
13.4,14.257235537457746,14.626236915588379,14.181657608606699
13.1,12.937693997366296,13.681071281433105,13.020889517387674
14.0,13.256119567871792,14.50413703918457,12.868821672786567
12.1,11.67431270662928,13.112725257873535,11.665032459214077
15.0,15.169070924024709,14.937036514282227,15.232437758163499
12.2,10.95331095677102,13.017068862915039,10.725138417629513
14.3,14.14852958539268,14.371926307678223,14.21419737861954
12.6,13.628563541918993,14.41350269317627,13.456063932406085
14.0,14.649889702650398,14.613008499145508,14.740967888197755
17.5,17.67046788080188,16.28293228149414,17.75668116845394
16.5,15.065252814150881,14.123541831970215,15.677996066566626
15.3,15.579269786050645,15.3051118850708,15.539341523073666
19.6,17.86717208477785,15.991166114807129,18.243990705091825
15.2,14.898531621147413,14.565556526184082,15.123525307254697
8.8,8.460080211400054,12.631182670593262,7.5150031885422255
16.9,17.65631938932347,15.799312591552734,18.088161668955216
11.1,15.803308830654714,15.16842269897461,15.952275241207126
19.5,18.580141778918914,16.839859008789062,18.62565542178099
17.1,17.293069729596027,16.102123260498047,17.35967214292072
14.5,14.51667466435174,14.445098876953125,14.676436560777127
18.2,16.389234421265428,15.911264419555664,16.232970185569293
13.3,13.01849336325904,13.921337127685547,12.959483267107162
18.5,17.460827771399636,16.083337783813477,17.60817253683769
12.1,12.886053273105063,14.100791931152344,12.643720994763008
17.2,15.697369689471088,15.181258201599121,15.794640951447949
12.1,12.358069240959594,14.177515029907227,11.848833062903271
14.0,13.294604759779759,13.986001014709473,13.299059116574158
10.9,11.292410354792082,13.38808822631836,10.930367088947175
12.8,12.513677639362868,13.78213119506836,12.35387495713058
15.0,14.770941476330336,14.729463577270508,14.825846235988891
12.1,11.144893852178939,13.249197006225586,10.824736073436865
11.6,12.055252289690543,13.539868354797363,11.888069148405307
14.0,14.399906926239055,14.270062446594238,14.640107569376495
18.9,17.80638205417199,16.475173950195312,17.807317065747235
13.9,12.381030779972207,14.086674690246582,11.946962273667058
18.4,14.849448041757569,13.710989952087402,15.675543442547355
9.4,11.086246617487632,13.575047492980957,10.505943363396376
13.6,13.541630999858171,14.635802268981934,13.172889320162508
14.4,14.699621894338634,15.012578010559082,14.520354980364079
15.1,15.587668929510983,15.608442306518555,15.330769248067151
15.1,15.520462358166697,15.304920196533203,15.457152503689013
16.9,17.679296413145494,16.10730743408203,17.89660978980083
16.0,15.478643673055558,15.152623176574707,15.50923218160762
13.4,15.105523956299294,15.100306510925293,15.024879540246799
14.7,14.433774520046427,14.766138076782227,14.327185445665442
14.0,13.921985020853754,14.398256301879883,13.877917867153105
12.2,12.037981952773407,13.449042320251465,11.92986480773483
14.6,14.382377684778476,14.609358787536621,14.369111857881247
14.0,13.978045970143285,14.304936408996582,14.024186124847155
13.3,12.841622334730346,14.130966186523438,12.559601561024609
7.6,8.259537798934616,12.546459197998047,7.295791887931859
16.0,14.114608714618953,14.324873924255371,14.200886936149168
14.5,14.330768662242917,14.720088958740234,14.216429794187494
13.7,13.690393272030633,14.174878120422363,13.715953545555418
19.1,16.717273406073218,15.072769165039062,17.30127241269993
13.1,12.910681646957528,13.870046615600586,12.8458067914671
12.8,13.727160469046794,14.288758277893066,13.684706907271218
13.3,12.889371812460013,14.219422340393066,12.562197003752221
17.8,17.23005995407584,15.905043601989746,17.41461392765612
13.9,13.637746068532579,14.310641288757324,13.543634794433007
13.2,13.024597075214842,13.99045181274414,12.917825259216384
17.1,15.950452254066477,15.430465698242188,15.967929937026604
13.4,14.12591958680423,14.616546630859375,14.004858814653966
19.1,17.980690771422815,15.912718772888184,18.459894695022584
17.9,17.371840754436562,15.189958572387695,18.13251973202287
14.4,13.98783951063524,14.107625007629395,14.181218231229721
14.6,14.43684737449803,14.736681938171387,14.352883448631307
18.5,16.54647294062306,15.579761505126953,16.69389286835422
14.8,14.650052687589778,14.477142333984375,14.839885459438452
13.3,12.531716319126645,14.14913272857666,12.112548759317658
14.9,14.60827817041718,14.600926399230957,14.691489359908772
13.0,12.229204165952979,13.76722240447998,11.966451788376517
12.1,11.535563437180826,12.882522583007812,11.638001348295361
14.7,13.162510608904995,14.10957145690918,13.024373990165309
14.9,15.733220671943855,15.59833812713623,15.541875779301005
15.5,15.575174377969233,15.237611770629883,15.582638304095159
14.9,14.580959792569047,14.809614181518555,14.501659633433713
10.2,10.697219818684971,13.269120216369629,10.183537070992978
10.5,10.918658977083396,13.196111679077148,10.546575193482221
12.1,13.931118178647012,14.473933219909668,13.835734349807113
13.5,13.294821055664215,14.1635103225708,13.17042410564584
11.6,11.241072445642203,13.38579273223877,10.860163269416105
16.7,15.83051878126571,15.05558967590332,16.072326946127877
14.7,14.746279916638741,14.58709716796875,14.894731945440215
19.5,19.34296753187664,16.768585205078125,19.745354991013286
6.0,9.363026780018117,12.651457786560059,8.7643682094421
14.3,13.969581012861454,14.535804748535156,13.844639161288162
15.8,15.867763646514504,15.4260835647583,15.855351958629758
17.9,16.745237797731534,15.863723754882812,16.765894157641704
19.1,17.28218402643688,15.990843772888184,17.425262875551475
14.6,13.122223848244175,14.069555282592773,12.997040627447184
14.9,11.603130654606503,13.679192543029785,11.153914120809883
12.2,14.924482334818094,14.828043937683105,14.96919181599175
15.2,15.009824079495957,14.72669506072998,15.162284150895657
11.8,12.122799861477688,13.648844718933105,11.903475892327082
18.9,18.188442762184422,15.907509803771973,18.754523563476216
11.6,11.45182824524818,14.046660423278809,10.675177826278246
12.3,12.377812823688146,13.597548484802246,12.297744904720783
13.6,13.23757321582525,13.978570938110352,13.22461403347891
14.4,14.172788453404792,14.367304801940918,14.2515158431021
14.4,14.194203299586661,14.511831283569336,14.176515836643237
13.3,12.947849438292906,13.812127113342285,12.93991145854252
16.8,16.77403854088334,15.752816200256348,16.886774307514095
14.8,15.038255120030954,14.736536979675293,15.194937676054245
12.9,13.683335800835266,14.508402824401855,13.463810287269707
14.8,16.23343986517284,15.77614688873291,16.11300909398708
17.0,16.9712391311823,15.96465015411377,17.008977665498488
19.8,16.896599771396723,15.791406631469727,17.03032455073076
15.8,17.688736258918652,16.312999725341797,17.760416078494316
14.2,14.52053665690255,15.026698112487793,14.259385723511281
15.8,16.015036982644233,15.558429718017578,15.965396704178508
13.8,13.599006227930658,13.813920974731445,13.850204230518832
19.3,19.000198057095986,16.633865356445312,19.363346959762698
13.9,13.004116210824577,14.002229690551758,12.880597672811946
17.8,16.29294156236574,15.136704444885254,16.66078248394932
12.6,13.426948721113149,14.272915840148926,13.275928902841812
14.6,15.316276433037274,14.749676704406738,15.574613055471572
10.8,10.426324234635103,12.964971542358398,10.025218248164224
18.2,17.309250218799207,16.22368049621582,17.294028447882667
11.6,12.788918357546208,13.991156578063965,12.587371718690951
11.0,11.30123226728756,12.906411170959473,11.292594242512507
15.9,15.15552420244785,14.67613410949707,15.402985081731021
17.8,15.024878823576728,14.235407829284668,15.540217605858516
17.3,15.549963526136708,14.593969345092773,16.01486796134254
19.0,17.3482160702697,14.990140914916992,18.244588015986416
13.1,13.270421612513019,14.301794052124023,13.035820324436127
16.5,16.637558259419166,15.997980117797852,16.517626644175156
11.2,11.025226886529708,13.293352127075195,10.625133631177256
14.0,12.879483959812205,13.932930946350098,12.756453739621517
16.7,17.58038281026529,16.197410583496094,17.692685931126945
13.2,14.007461989927833,14.944707870483398,13.600655310005406
17.7,16.20264392066747,15.580984115600586,16.211656696399153
12.4,12.937146834214218,14.239109992980957,12.614779731191915
19.1,18.907279708451824,16.901365280151367,19.038960162567566
16.9,16.61308008863125,15.562797546386719,16.79946259612585
19.3,18.933948919788236,16.450037002563477,19.40412837740134
18.7,18.588840609183535,16.472362518310547,18.904772682505996
17.7,17.512964383990038,16.166763305664062,17.62056391952754
15.3,15.51158695408958,15.272106170654297,15.468562455795189
15.2,17.371549978706753,16.03782081604004,17.51624913724797
15.5,16.05722520960262,16.16903305053711,15.58093343056907
19.1,18.54025235780864,16.403398513793945,18.8868444328331
6.6,7.497917784494348,11.856555938720703,6.730678127142905
17.9,17.40235352097079,16.05674934387207,17.54562381877621
14.3,13.781693969009211,14.703367233276367,13.459891422878068
13.9,13.519746737612877,14.378528594970703,13.329128581574954
14.5,14.595543132250896,14.758115768432617,14.559482790641534
14.8,14.98776963131968,14.833056449890137,15.05415077618799
13.0,12.82385044451803,13.678068161010742,12.863694073914905
15.8,15.030093408015091,14.56775951385498,15.30610682699982
16.0,15.695612675852317,15.148009300231934,15.81633227230539
15.0,14.859957790875342,14.787799835205078,14.90809200036415
19.8,18.83014481526334,17.008756637573242,18.852968031242664
18.5,18.96170919429278,16.509750366210938,19.39961762612935
19.6,19.25077094696462,16.920907974243164,19.5056401139222
15.5,16.257534108721302,16.24127197265625,15.808886250750506
19.8,19.173197371535935,16.980823516845703,19.35351895304334
8.7,9.754461840901058,12.157296180725098,9.671308261359394
19.7,18.93878231116105,16.891132354736328,19.09049557069263
14.8,15.720895385693439,15.48025131225586,15.6103958009834
16.8,18.168378015921917,16.75421714782715,18.11140901725075
14.2,14.968371849696268,15.62221908569336,14.453768829512505
13.4,13.610451876709703,14.138304710388184,13.63060441090012
14.1,15.881271580583416,16.062774658203125,15.411787896892328
13.7,13.61776972710868,14.805339813232422,13.156333414244168
14.1,14.70178832703823,14.956798553466797,14.563904551293952
14.3,14.62293307215441,14.70444393157959,14.636813436087841
13.8,13.2056772280539,13.950206756591797,13.200563764078245
19.6,16.457759025332052,16.0067195892334,16.259566158153113
15.5,15.919733403716236,15.45823860168457,15.90475120213083
15.0,15.360211232065922,15.255456924438477,15.268735508534995
10.6,10.60890426399419,12.526543617248535,10.59928547143474
12.1,13.800408846291248,14.389044761657715,13.71440665821803
13.7,12.959214829548728,13.92920207977295,12.870782597370152
14.4,15.302685562637635,15.462170600891113,15.038050609838429
18.6,18.548223392892396,16.551542282104492,18.790396084315837
18.2,18.329838684760034,16.294979095458984,18.67102580204226
14.1,14.155730260710698,14.492040634155273,14.13703036037454
10.1,10.631110004440416,12.571924209594727,10.597409500721215
19.2,18.561080721992766,16.57510757446289,18.791278704610974
13.6,13.514941453468055,13.97883415222168,13.612728269860945
12.7,13.455580142501276,13.916692733764648,13.574762392744512
18.5,17.290016438098974,16.21986961364746,17.269869974574185
17.4,16.114782445511082,14.983804702758789,16.522428325098296
15.7,16.20563792635221,15.547608375549316,16.240091403282577
18.1,18.706755973602412,16.681438446044922,18.917982966091472
16.9,16.20429745828733,15.160385131835938,16.519482976217475
17.6,16.196174953889567,15.817150115966797,16.031055973552796
17.8,16.578446969801007,15.959335327148438,16.462943491820774
16.2,16.8714022316708,16.046981811523438,16.80940622052017
19.9,19.27478713117307,16.97408676147461,19.500634306947436
10.6,10.297728648496559,12.072729110717773,10.493289164325475
13.2,13.222451176698087,13.90149211883545,13.259431637159931
14.1,13.977310875619878,14.275632858276367,14.04444230238308
18.0,17.372406554291956,16.21411895751953,17.389390252101066
12.9,13.680836310551967,14.402824401855469,13.537000317527516
14.4,14.689164683228228,15.114571571350098,14.431629983920542
13.0,13.509791279808269,14.270604133605957,13.393584626190792
15.6,15.767769430094631,15.770630836486816,15.465094156632063
18.6,18.23813248251099,16.70646858215332,18.243745957445903
13.2,13.167679886220867,14.031569480895996,13.0882692529683
15.0,14.99342851957772,14.78527545928955,15.09677979437625
11.6,12.161658946890384,13.571385383605957,12.014141500017274
10.5,10.699150876054773,12.694759368896484,10.603440203612502
12.0,12.677074934937991,13.833575248718262,12.545257690375811
12.9,13.055440345662646,14.223830223083496,12.79148513690454
13.4,13.81165809778031,14.40992259979248,13.714990120339644
16.4,16.46992466817028,15.650741577148438,16.535170128284904
10.2,9.379568465868942,11.960894584655762,9.289131843469644
13.8,13.190484079881571,14.329065322875977,12.904101599468062
15.5,15.281993591343053,15.141403198242188,15.242079111216345
19.7,17.25702960434137,15.915117263793945,17.445053228119722
15.7,15.20386597732977,14.871660232543945,15.328637075368624
11.7,12.370767164422432,13.80257797241211,12.13895352906123
14.9,15.721493142613326,15.067451477050781,15.911078941991569
15.4,15.289571977831656,15.049064636230469,15.3197607358643
12.9,12.785562338369346,13.7826509475708,12.734126096852588
17.2,15.917570642151986,14.830821990966797,16.35746136611165
16.9,16.175582636380568,15.107929229736328,16.517385777966485
16.7,15.949804650128499,15.187223434448242,16.14370772080512
13.7,13.881806894438341,14.538731575012207,13.719632627995756
18.3,17.423773130984046,15.956672668457031,17.648303402159485
19.4,18.452143356698798,16.400224685668945,18.76580042156858
15.1,14.909976183436811,14.712491035461426,15.032818142361554
15.9,15.34486331284279,14.90427303314209,15.502339178322787
12.5,12.67628532593153,13.683302879333496,12.65330593030681
15.3,15.621176756336354,14.638426780700684,16.08227124621459
8.6,9.077993138693273,11.694740295410156,9.060264435087475
12.9,12.77675014239503,13.820695877075195,12.69415456635501
12.6,13.109726521535777,14.347214698791504,12.77786075872311
11.6,12.27923996176105,13.610236167907715,12.150530509538346
13.7,14.541428082073253,14.51072883605957,14.663418669399046
15.1,13.95077556677279,14.588522911071777,13.780019216899305
15.4,15.885581621689198,15.346200942993164,15.938320986320047
14.8,14.361125991563313,14.466278076171875,14.443290105297296
13.0,12.777785151265562,14.01526927947998,12.554270840768753
15.2,14.877121488098055,14.809574127197266,14.916304311927
14.8,14.380797272053314,14.642473220825195,14.342845935596609
14.9,14.61490190718905,14.602068901062012,14.699932468567853
12.7,13.38694149380899,14.20768928527832,13.26729899492071
15.1,14.725966394500574,14.67432975769043,14.802930430903176
14.4,14.566616014082683,14.431276321411133,14.756392950329648
14.3,14.312096641602693,14.343701362609863,14.46368711231735
14.0,14.0765479192778,14.271501541137695,14.18637142186303
19.5,17.884544773842208,16.51319694519043,17.88912318114906
15.2,14.589416801987682,14.452725410461426,14.772733201840008
16.2,16.78987265509204,15.68272876739502,16.959851049720235
13.0,13.193218991567846,13.748589515686035,13.32957183527108
18.1,15.560402328206692,14.94385051727295,15.775337965269458
16.4,15.793072295200545,15.634458541870117,15.599429008134692
12.9,13.472039418498753,14.27901840209961,13.3346215054296
14.3,14.29171167487766,14.45058822631836,14.357509260743322
15.2,15.081487338698935,14.866786003112793,15.160851944215873
14.7,15.315048138611019,14.989386558532715,15.398774926323808
15.6,14.827036799426423,14.590835571289062,15.005073167204342
16.8,16.21877055056393,15.589055061340332,16.228370880542762
18.7,15.003088485362241,14.465267181396484,15.342748494821073
19.3,18.13618117128499,15.667339324951172,18.85581238682954
16.0,15.97232172774784,15.445901870727539,15.987333997675531
16.9,16.298703376960475,16.00057601928711,16.041356563155666
14.1,14.55319667913136,15.022151947021484,14.30841077275676
15.5,15.474658794089919,14.961997985839844,15.642118325536229
14.5,14.64984928848935,14.74771785736084,14.643062183927631
14.4,13.365951466053957,14.335794448852539,13.144861697892116
15.0,14.929596544447122,14.32852554321289,15.339187772438978
15.5,15.447752805310301,15.423232078552246,15.269423322695891
17.8,16.63339950144291,15.129196166992188,17.142864999234522
12.8,14.239299073291477,14.37337589263916,14.34021841667448
11.5,11.908651062258286,14.273456573486328,11.14997472054676
14.2,14.221589952470822,14.625104904174805,14.132577349806562
15.1,14.939776117476868,15.092976570129395,14.798162869166815
14.8,15.145420005195774,15.106294631958008,15.076382950893665
13.7,14.497869859187631,15.136366844177246,14.147992720260259
12.6,12.36118819884723,13.937440872192383,12.02758267199788
14.9,14.685124825773528,14.77891731262207,14.66978423564511
7.2,10.103373341058614,13.096368789672852,9.477655461909686
16.0,16.781237278104527,15.611916542053223,16.99919786478103
13.8,12.836646647370799,13.673429489135742,12.884977693779852
13.5,14.023086253466317,14.92298698425293,13.63830615653844
15.0,15.405213880410884,15.058788299560547,15.474592188254668
15.5,16.660525256302208,16.269092559814453,16.352851076164722
14.2,14.405190586785466,14.608860969543457,14.401410690709781
13.0,11.559553599978244,12.90423583984375,11.655814797202536
13.9,16.257998528773896,15.839483261108398,16.101384551456512
15.2,14.503462074382696,14.493003845214844,14.623142581465485
19.3,18.199152201705147,16.285367965698242,18.495050743830866
13.3,11.04219077111884,13.236574172973633,10.690124376077966
16.4,16.67013023074105,15.694396018981934,16.78374125141582
14.5,14.195057349948911,14.680495262145996,14.05519865958406
16.1,16.715485161403194,15.681022644042969,16.856950549082196
14.0,14.719330939551583,14.812413215637207,14.69334105772627
14.9,15.005419202672783,14.868195533752441,15.05333548125062
15.0,14.997357107633434,15.024349212646484,14.928623158712814
12.9,15.061099918442778,15.2513427734375,14.852978971212917
6.9,7.721377674839459,10.882425308227539,7.751095191418113
15.0,15.440504108377354,14.969888687133789,15.588571424192168
14.8,16.741173597714806,15.862752914428711,16.760909617149114
13.1,12.693316641583806,14.064579010009766,12.400200789627112
6.1,8.564620878431015,12.987442016601562,7.402579447324586
14.1,14.06552121994173,14.296232223510742,14.152970765627694
14.7,15.252837977051968,15.177752494812012,15.174859196752216
12.2,12.168330933629477,13.602392196655273,12.000959552976873
14.5,14.677346010925248,14.7526273727417,14.677990458359194
14.7,14.308045572577612,14.477392196655273,14.360906464940786
14.4,14.851381692657014,15.16842269897461,14.619611928066455
15.1,15.444412539412951,15.284272193908691,15.36568366206011
14.7,14.542866462055827,14.593499183654785,14.605310273777832
16.1,17.855866401921958,16.071273803710938,18.169975166894794
6.8,12.614944218314122,13.906423568725586,12.405361959912016
13.9,14.449736765833222,14.952778816223145,14.213961373379986
15.0,15.658841618125734,15.410728454589844,15.57402225457113
13.8,14.848019444863894,15.016966819763184,14.724918235996284
17.9,16.463310173683567,15.735992431640625,16.46398623066081
10.9,11.477293135569198,13.784318923950195,10.901385303449505
15.4,14.169175045215525,13.654168128967285,14.764459820426403
16.3,15.967764678120147,15.14333724975586,16.200728807937878
14.2,14.482711445092718,14.801684379577637,14.3698755135646
15.9,16.410104133174173,15.700091361999512,16.415577249399085
12.3,12.3308975402324,13.696369171142578,12.160284622843953
9.1,8.805485203512944,12.119610786437988,8.370149162387408
10.2,10.442640900779224,13.007593154907227,10.01710183405749
15.8,15.738288881895642,15.170303344726562,15.859883633018445
15.2,14.25728649480152,14.761579513549805,14.083419853399803
16.0,16.453113597839547,15.649626731872559,16.512445034831032
14.2,14.6571989769036,14.83313274383545,14.591308485366437
14.4,15.013052469133982,14.956153869628906,15.000131290817999
11.7,11.410289125604322,13.406936645507812,11.081702106855593
14.4,14.358025281544542,14.540714263916016,14.384880850634614
16.6,16.434081538231112,15.406803131103516,16.66218114528192
14.8,14.708286322060303,14.696976661682129,14.761728893293132
16.1,16.24337500461843,15.602339744567871,16.25316659594901
14.6,14.22473337305928,14.542978286743164,14.196632511643916
18.2,18.164600491407327,16.380950927734375,18.37725080671093
16.4,16.039158018131275,15.365507125854492,16.139298872813356
14.5,14.805910931929247,14.940790176391602,14.721300444053355
15.7,15.558309032465331,15.108633041381836,15.65271399146134
15.8,15.326830648293253,15.25467300415039,15.222573325218997
