y_unc,cb_oof
16.0,16.241848453792045
13.6,11.594625812431332
16.4,17.289526160537207
16.8,16.28705672142678
15.6,15.63624698825879
19.5,18.65186756203184
11.6,12.218801562790759
19.7,18.77352496155072
19.3,18.65514679835178
15.0,15.728891192382434
16.1,15.39603202563012
13.8,13.925865937315393
16.5,15.78042832040228
16.8,16.69745901276474
15.4,14.414479813334765
5.0,6.730109318858013
13.2,12.770389261382661
18.1,17.826726702201995
15.3,14.69475426347708
13.8,12.767318816971965
16.8,16.196333404514007
15.6,14.761250052659307
15.5,16.23002059099963
19.6,18.77379427390406
15.3,15.27744529681513
15.9,15.421439369471045
18.5,18.51747465939843
15.4,14.923172844806686
15.3,15.617353398527484
15.6,15.01985942540341
16.7,16.566524269088404
15.0,14.391903505544178
17.3,16.959213330963394
16.8,16.514781898527872
9.8,9.800681221589912
15.0,14.515767856544699
19.0,18.49766158431885
13.4,13.560503650136525
17.1,17.611226113196608
14.0,13.720056905789534
14.6,14.438469427759628
13.2,13.549611900816672
17.2,17.414153708145022
11.8,11.830980496306438
14.0,13.575170008160057
15.7,16.437958654671093
16.1,15.10408627326251
14.7,14.031170302429018
14.7,14.914682104077656
15.9,14.41881339221436
14.5,14.211004167595092
12.4,12.202682346920483
15.4,15.435820359527497
13.7,14.001719550578855
15.0,14.7792712598457
16.1,15.996621681784745
16.0,14.788479791754071
19.2,18.704659504452138
13.3,13.342068879548606
14.6,14.8572053950993
14.3,14.78575394966174
13.4,10.585804083384573
13.7,12.95710962326848
11.5,12.848330481152516
14.8,13.99590347558842
18.3,17.424865538749145
12.7,12.202020237135002
13.9,14.472885640570894
12.8,13.371784721093718
14.5,14.144729049265152
13.9,13.93972241980373
14.2,14.296877313976438
14.2,13.9657622576633
14.5,14.389682354740216
12.9,13.05021533548097
15.5,15.67010032357939
18.8,18.35713727204711
19.7,19.3106230275298
19.7,18.653467520605773
14.6,14.658877166672028
15.1,15.065367258328479
14.8,13.898947214474902
14.2,14.016381928304327
13.9,15.276397411245853
14.5,14.285026105852012
15.0,14.884953875327483
18.1,17.835531873104628
12.6,12.68072326760739
9.9,9.362946471315809
15.5,15.00595022898051
6.0,7.014514468115522
15.5,16.65391650996753
13.3,13.486480500840116
10.5,12.427709773182869
12.4,12.556385925097857
15.3,14.995506997453049
16.6,16.2068610422466
14.6,14.630443232308608
14.4,14.27494805297465
14.8,15.082544560737006
14.4,14.057173579494702
16.1,15.613386171306047
13.6,13.130477510625497
7.7,7.792722899001092
5.3,10.889145456056212
14.7,15.211564164346782
14.5,14.440404763037805
14.8,14.884774423961062
13.9,14.661567090646713
14.5,14.48188225751801
15.0,15.111488817841746
12.6,12.30248670175206
17.9,18.39228055573767
15.4,15.193190795718692
13.2,14.94030932703754
10.7,11.103158928312041
8.0,9.735468391038012
18.7,18.078429006738588
17.4,17.75456412798667
17.3,17.515928008451738
11.7,12.71222907397896
18.5,17.335713039326947
13.4,14.514389147865586
14.7,15.138632923180921
15.1,15.497360271161597
12.8,12.964216020161984
15.1,15.485167108476162
16.7,16.50362723082071
14.0,14.502804019055475
8.8,9.494471616111696
15.7,15.799019677597244
18.4,15.82552968676282
13.5,12.73136825408801
16.3,16.773885884267656
13.2,12.59188442764571
13.8,13.610265851806616
14.5,14.641186625440241
15.6,15.714761214072496
13.0,12.948259354336187
18.1,17.520393526210682
15.5,15.955066684662597
5.6,6.125733358121579
10.8,11.031379522552015
12.9,12.701801458140835
14.9,15.052220401761588
18.6,18.394170021507307
14.8,14.97381508039507
18.2,17.696489550206024
18.9,16.967480394348968
12.0,12.125063410237999
17.4,16.95367841659754
14.7,15.093119425091572
13.3,14.204974677646533
15.6,15.704675188482724
15.3,15.060556473079487
15.9,14.191642140118347
12.5,13.83130507855094
15.6,15.721494101540884
15.4,15.238128472585231
16.7,16.013355789153138
15.5,15.684470019512446
10.5,12.131657603371423
11.8,11.32611537934281
17.4,17.237465902089752
14.4,14.534486891556298
15.7,15.504472362037632
15.4,16.35623131115426
9.3,10.86264166230103
12.0,12.057746620994294
16.1,16.009925077085427
15.0,15.506489062134278
4.3,8.398328909184784
14.3,14.77037530511734
11.5,11.830807843085495
13.8,14.11128740242566
13.8,14.631664966032986
16.4,14.54793456002335
17.0,17.42524682203657
15.2,15.134952531196177
14.9,15.110194501146907
11.6,12.144355524040293
13.0,12.401605967988871
12.2,14.008611827564891
13.4,13.60375111567555
14.8,13.971850063506281
8.8,9.846551686525345
13.8,13.2636842407519
14.9,15.698748448738115
12.0,11.935664843127597
14.4,14.2982189701288
15.1,14.858537923113545
14.0,13.27608539807261
8.5,8.653427623750758
15.0,13.974139815603849
14.6,14.509097410889808
17.7,16.507554374358733
15.4,15.313352615616168
17.7,15.405528167757438
17.0,16.878028979557712
14.1,14.628241986385547
16.7,15.918284972198308
14.2,15.152128642745083
15.9,15.681150526856072
13.1,13.605956656592753
