y_unc,xgb_oof
14.9,14.7448091506958
18.6,16.73976707458496
14.8,14.96724796295166
18.2,16.47292709350586
18.9,14.6471586227417
12.0,13.588845252990723
17.4,16.2528133392334
14.7,15.358771324157715
13.3,14.852643966674805
15.6,15.28866195678711
15.3,14.72144889831543
15.9,14.756888389587402
12.5,14.464345932006836
15.6,15.175040245056152
15.4,14.892356872558594
16.7,14.866804122924805
15.5,15.215177536010742
10.5,13.507905006408691
11.8,13.020636558532715
17.4,16.051668167114258
14.4,14.619843482971191
15.7,15.055155754089355
15.4,15.680314064025879
9.3,13.757800102233887
12.0,13.710466384887695
16.1,15.366521835327148
15.0,15.009932518005371
4.3,12.632882118225098
14.3,14.4022216796875
11.5,13.47819709777832
13.8,14.549703598022461
13.8,15.069677352905273
16.4,14.060080528259277
17.0,16.366790771484375
15.2,14.90773868560791
14.9,14.795374870300293
11.6,13.507344245910645
13.0,13.969096183776855
12.2,14.186546325683594
13.4,14.64111328125
14.8,14.16884708404541
8.8,12.559768676757812
13.8,13.946281433105469
14.9,15.507110595703125
12.0,13.461454391479492
14.4,14.527178764343262
15.1,15.266136169433594
14.0,14.127955436706543
8.5,12.188262939453125
15.0,14.369927406311035
14.6,14.754692077636719
17.7,16.023038864135742
15.4,14.908610343933105
17.7,14.303262710571289
17.0,15.866491317749023
14.1,14.729235649108887
16.7,15.198748588562012
14.2,15.137364387512207
15.9,15.372041702270508
13.1,14.132706642150879
12.9,14.032940864562988
14.3,14.794634819030762
16.0,15.110001564025879
5.9,11.450580596923828
15.2,14.733203887939453
11.6,13.307133674621582
6.1,14.11924934387207
11.5,13.526694297790527
13.9,14.73587703704834
13.8,14.344320297241211
13.3,14.240459442138672
14.1,14.144455909729004
19.9,16.113554000854492
13.8,14.15498161315918
14.2,14.66325569152832
12.7,13.945880889892578
11.5,13.69437026977539
12.6,13.76075553894043
6.1,11.787239074707031
14.2,14.429152488708496
14.9,14.617690086364746
13.9,14.446845054626465
15.2,14.82993221282959
12.8,13.854777336120605
14.6,14.891312599182129
15.0,14.592561721801758
15.4,14.9296875
14.4,14.526593208312988
16.2,15.119450569152832
14.1,14.66788101196289
14.6,14.479926109313965
15.0,14.764728546142578
10.4,12.511015892028809
15.2,15.292390823364258
13.7,15.343734741210938
14.8,14.228994369506836
10.1,13.089950561523438
10.9,13.095362663269043
10.2,13.350698471069336
17.1,16.220916748046875
12.1,13.369843482971191
14.2,14.435036659240723
13.6,14.663243293762207
16.3,15.23552131652832
11.9,13.830160140991211
11.6,13.749159812927246
8.8,13.62446117401123
17.7,16.322540283203125
12.8,14.031173706054688
15.7,15.557549476623535
15.1,14.837957382202148
14.8,14.644586563110352
14.3,14.661849021911621
9.8,12.776923179626465
19.2,16.086795806884766
11.2,12.585886001586914
17.1,16.063257217407227
15.2,15.867757797241211
15.9,15.075033187866211
7.1,11.377044677734375
12.6,13.962129592895508
12.7,14.049590110778809
10.1,14.365876197814941
13.2,15.13854694366455
16.5,15.760668754577637
14.7,14.662327766418457
15.0,15.147555351257324
14.8,14.811776161193848
18.1,16.18657684326172
14.5,14.70106029510498
14.2,14.474987983703613
17.1,15.718602180480957
15.9,14.956887245178223
16.5,14.779403686523438
13.1,14.545537948608398
12.5,13.709455490112305
14.8,14.768400192260742
14.3,14.441777229309082
14.0,14.307441711425781
12.5,14.599926948547363
14.1,14.149900436401367
13.2,14.400634765625
9.9,12.52352237701416
12.3,13.419876098632812
13.2,14.176822662353516
16.8,15.727944374084473
15.3,14.927138328552246
17.7,16.385679244995117
10.2,12.755393981933594
15.4,15.30087661743164
19.5,17.036802291870117
15.2,14.742740631103516
