,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.0,0.8599062133645955,0.8763493621197253,0.8325400259627866,0.6802325581395349,0.8484673221515326,0.6498056319173284,0.8440273395074854
recall,0.0,0.8936947913493756,0.8488593155893536,0.8383442265795207,0.43820224719101125,0.8484673221515326,0.6038201161418522,0.8484673221515326
f1-score,0.0,0.8764749813293503,0.8623853211009175,0.8354320451584889,0.5330296127562643,0.8484673221515326,0.6214643920690042,0.8450451376152511
support,19.0,3283.0,1052.0,2295.0,267.0,0.8484673221515326,6916.0,6916.0
