,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.8333333333333334,0.718132854578097,0.8536082474226804,0.8053259871441689,0.764102564102564,0.7911663807890223,0.7949005973161688,0.7898686881199549
recall,0.14285714285714285,0.6825938566552902,0.8313253012048193,0.9031925849639547,0.6157024793388429,0.7911663807890223,0.63513427300401,0.7911663807890223
f1-score,0.24390243902439024,0.6999125109361329,0.8423194303153612,0.8514563106796117,0.6819221967963387,0.7911663807890223,0.6639025775503669,0.7847125396081023
support,35.0,586.0,498.0,971.0,242.0,0.7911663807890223,2332.0,2332.0
