SamplingOperations_code,IBD_pred,region
977,14.305076864424144,18
978,15.486574030779353,18
979,13.772989611875088,18
980,15.046573614198829,18
981,15.450063223570158,18
982,14.651550193093922,18
983,14.749063527326912,18
984,14.407728453220422,18
985,11.399358256888773,18
986,11.791946956711687,18
987,14.799718027096942,18
988,15.91076822460722,18
989,15.448548309689931,18
990,14.696434590686092,18
991,15.553359505517184,18
992,15.624306819553642,18
993,15.132490099004801,18
994,15.55150793759043,18
995,14.957429057027287,18
996,16.6616057753724,18
997,17.081845806852737,18
998,17.785431311999996,18
999,17.261808652941525,18
1000,15.872309922769492,18
1001,15.597048206139569,18
1002,13.62158395991581,18
1003,15.398676231276047,18
1004,15.864207958129231,18
1005,17.183870610007673,18
1006,15.548442770894914,18
1007,15.800172823961312,18
1008,12.89705804703364,18
1009,9.558847999949183,18
1010,15.163594946940323,18
1011,14.086091855211189,18
1012,11.042685267007277,18
1013,12.039417640232305,18
1014,9.132070303205735,18
1015,10.471203787392504,18
1016,15.303901510490736,18
1017,13.34604527596064,18
1018,7.679627105684964,18
1019,12.679986536786211,18
1020,13.358557610547393,18
1021,12.54155944437991,18
1022,13.255064658047456,18
1023,14.851890940792293,18
1024,13.38500447801395,18
1025,13.446367537026976,18
1026,15.049909560221316,18
1027,13.95546331467641,18
1028,12.77644279878018,18
1029,12.199791844038902,18
1030,16.75548925448271,18
1031,17.337568464126573,18
1032,14.30061567444053,18
1033,13.95246973535183,18
1034,11.243747720493175,18
1035,11.911125989970799,18
1036,15.480932482286764,18
1037,8.815676349663523,18
1038,7.811256417891482,18
1039,13.83024944587737,18
1040,12.55627288366927,18
1041,11.015128545310455,18
1042,11.502909221902204,18
1043,13.037794603345185,18
1044,6.9921422241964954,18
1045,12.053070977305426,18
1046,13.887071241690155,18
1047,13.017539705698772,18
1048,11.623273202550907,18
1049,14.905518957115007,18
1050,11.14541310640426,18
1051,10.590250892806148,18
1052,13.41417201135222,18
1053,14.738024461083096,18
1054,14.313427703541857,18
1055,13.595928636794692,18
1056,11.95628767830873,18
1057,15.66556132026435,18
1058,16.13835463307254,18
1059,11.81854458635121,18
1060,12.319375891127429,18
1061,11.403157689746465,18
1062,10.14921174580832,18
1063,13.956976782067091,18
1064,15.780938792992115,18
1065,14.063575767983982,18
1066,14.484511186216096,18
1067,13.231500334690978,18
1068,13.934030683753724,18
1069,11.126798714551605,18
1070,12.314589873058493,18
1071,9.407415653814063,18
1072,15.596420534066736,18
1073,13.268401753913263,18
1074,12.894490197693937,18
1075,12.314215489549023,18
1076,13.185943422648494,18
1077,20.522848101578475,18
1078,17.33992459631544,18
1079,18.878789313858572,18
1080,15.184815417086067,18
1081,16.110553849630733,18
1082,14.252317887008688,18
1083,13.850739373064199,18
1084,13.546859790723303,18
1085,14.751999949366276,18
1086,12.798574137561724,18
1087,12.099998867972943,18
1088,13.613098447586692,18
1089,12.97183753019752,18
1090,13.430346623553675,18
1091,14.417658538608435,18
1092,14.344474386243146,18
1093,12.161933573394151,18
1094,14.492709487018534,18
1095,13.38155407451472,18
1096,13.047602534337095,18
1097,14.127065618853958,18
1098,14.126687602455304,18
1099,14.028156347956864,18
1100,8.700478480562925,18
1101,12.06192312943245,18
1102,13.155107699995424,18
1103,13.141098672362018,18
1104,13.832122979693834,18
1105,11.09399698758595,18
1106,14.056836497201262,18
1107,12.683806019658286,18
1108,14.754395913801403,18
1109,11.08635405008119,18
1110,13.891640389189117,18
1111,13.835520245275541,18
1112,13.679127718645526,18
1113,11.735923776937872,18
1114,11.567137116356255,18
1115,14.435270913679327,18
1116,13.481780166997707,18
1117,14.639493500389689,18
1118,14.513048020123795,18
1119,12.437039718702778,18
1120,12.786303547489501,18
1121,12.867940350300856,18
1122,12.825727287996767,18
1123,13.709891621797707,18
1124,12.315711154573178,18
1125,13.213050531273417,18
1126,11.374090863934995,18
1127,11.831848438066226,18
1128,13.668626588081601,18
1129,12.99215611634542,18
1130,13.577275229584108,18
1131,13.935914280398677,18
1132,14.284361585252748,18
1133,13.159748047057617,18
1134,14.921251420049803,18
1135,13.613733934679741,18
1136,13.95366587185664,18
1137,13.270424247287675,18
1138,10.772028523855697,18
1139,11.19927049621423,18
1140,14.18797870485288,18
1141,14.46467648856288,18
1142,13.02854190145317,18
1143,13.085075788787464,18
1144,13.672860222239294,18
1145,11.40146876991461,18
1146,13.826027748643902,18
1147,13.397393261674253,18
1148,13.024495577287398,18
1149,13.334292542505784,18
1150,13.266263047260212,18
1151,13.279060469786392,18
1152,14.453828042895116,18
1153,14.38142431804216,18
1154,16.530333586986462,18
1155,15.535412689237091,18
1156,14.847137988724286,18
1157,11.972862018246902,18
1158,14.521596024551295,18
1159,12.786903842060191,18
1160,12.692330397174734,18
1161,12.390042339257011,18
1162,13.863125782950723,18
1163,12.813881067948504,18
2069,15.103477615183003,5
2070,15.430408991655213,5
2071,11.043817673594916,5
2072,20.103242890041294,5
2073,20.04720509697345,5
2074,20.166375052916955,5
2075,20.114580094447497,5
2076,18.97866174791113,5
2077,17.680321138618467,5
2078,16.500459138251745,5
2079,14.839757650170629,5
2080,16.651407300682248,5
2081,17.80418990736777,5
2082,18.306065790850127,5
2083,18.32548011185097,5
2084,16.798189230219688,5
2085,15.497891158912616,5
2086,15.991517039700753,5
2087,18.67034263915619,5
2088,19.64455319403408,5
2089,19.634280228347695,5
2090,19.89262476270647,5
2091,16.11887133600598,5
2092,19.817341116524133,5
2093,13.846301762963687,5
2094,13.850529687810969,5
2095,14.03230738552489,5
2096,15.096417439142288,5
2097,15.726513176325367,5
2098,17.41207499082194,5
2099,13.083591159864033,5
2100,14.759756461393104,5
2101,15.840752609300688,5
2102,15.811516282551192,5
2103,19.628435797300554,5
2104,20.132439667116827,5
2105,19.01687986055131,5
2106,20.00917492531392,5
2107,19.012719664554847,5
2108,16.274953751601636,5
2109,19.92672318455914,5
2110,14.159174108258048,5
2111,13.212528052897369,5
2112,15.548396130303697,5
2113,20.09406773200542,5
2114,20.12546861708521,5
2115,19.100053235345463,5
2116,11.334360370727065,5
2117,17.859670370257174,5
2118,19.98996956729272,5
2119,19.906791370805607,5
2120,19.46978574974313,5
2121,19.932789550952975,5
2122,17.5114452982513,5
2123,10.39566257205008,5
2124,20.010304858453996,5
2125,19.756771996841245,5
2126,15.009898672464525,5
2127,16.815465902480394,5
2128,15.747451885478988,5
2129,10.962905122256188,5
2130,15.401319640594867,5
2131,14.244599062900095,5
2132,13.095135091429164,5
2133,14.69952170392159,5
2134,20.056501140075863,5
2135,19.254400428586823,5
2136,17.850658949491375,5
2137,18.981447641821525,5
2138,15.894394208527489,5
2139,20.038532778485393,5
2140,19.27320253105315,5
2141,19.88903877605852,5
2142,15.57518061823841,5
2143,16.637748680795724,5
2144,16.046289277342947,5
2145,16.673844238625307,5
2146,20.128734512925444,5
2147,19.99815582648918,5
2148,15.511318329727132,5
2149,15.901961996778798,5
2150,13.884427727068628,5
2151,17.857317420011377,5
2152,18.665696428212467,5
2153,18.938578600467622,5
2154,20.01575460827114,5
2155,19.84425603584566,5
2156,20.249087179688672,5
2157,20.00773101203201,5
2158,19.918320441304168,5
2159,17.315999717870866,5
2160,19.799434780804884,5
2161,19.128103426962788,5
2162,14.496660514373183,5
2163,20.060191967993973,5
2164,19.76493906586465,5
2165,19.87512751018344,5
2166,18.342832797456737,5
2167,19.86237279936474,5
2168,20.29620784280261,5
2169,18.499651730866795,5
2170,18.318395717031034,5
2171,14.938260776716508,5
2172,15.234772941876937,5
2173,14.864354295143114,5
2174,14.3204540456969,5
2175,15.681054280004158,5
2176,13.94543344967356,5
2177,15.409488799210479,5
2178,12.249215656144909,5
2179,10.244791317959223,5
2180,15.700939632340901,5
2181,17.682639595937022,5
2182,16.13539829630506,5
2183,9.036637551060542,5
2184,14.183173551730235,5
2185,12.871486624301888,5
