iter	RMSE
0	2.749289038
1	2.713674596
2	2.678815717
3	2.644955484
4	2.611443841
5	2.578632302
6	2.546732128
7	2.516125571
8	2.48583212
9	2.456021955
10	2.427497194
11	2.399365463
12	2.371933391
13	2.345531345
14	2.319639426
15	2.294277373
16	2.268782045
17	2.244346133
18	2.22032047
19	2.197167697
20	2.175040119
21	2.152973081
22	2.131001914
23	2.110190656
24	2.088914613
25	2.068745757
26	2.048407683
27	2.029443634
28	2.010122251
29	1.991648617
30	1.973618541
31	1.955525795
32	1.937879379
33	1.921281081
34	1.904832705
35	1.888928691
36	1.872899169
37	1.857724615
38	1.842875387
39	1.828300785
40	1.813706003
41	1.799570374
42	1.785623397
43	1.772116481
44	1.758990582
45	1.746506389
46	1.733872839
47	1.721239408
48	1.709083692
49	1.697631908
50	1.686067202
51	1.674940432
52	1.663816964
53	1.652998277
54	1.642694347
55	1.632345856
56	1.622345263
57	1.612626924
58	1.603306299
59	1.594067106
60	1.584898662
61	1.57559099
62	1.566132856
63	1.557570391
64	1.549039501
65	1.540986941
66	1.532936102
67	1.524647342
68	1.516883596
69	1.50915375
70	1.50197376
71	1.494766085
72	1.487730317
73	1.48053938
74	1.474050192
75	1.466916273
76	1.460328216
77	1.45387851
78	1.447298934
79	1.440757204
80	1.434492453
81	1.428583732
82	1.422737624
83	1.416634113
84	1.411016307
85	1.405642654
86	1.399796708
87	1.394195552
88	1.388915123
89	1.383709268
90	1.378607188
91	1.373191983
92	1.368095027
93	1.362868178
94	1.357989153
95	1.353281615
96	1.348528131
97	1.343966321
98	1.339413273
99	1.334814416
100	1.3307254
101	1.3260604
102	1.322106199
103	1.318241446
104	1.314018348
105	1.3100438
106	1.306275048
107	1.302401074
108	1.298665032
109	1.294912339
110	1.290895751
111	1.287303304
112	1.283686749
113	1.280181018
114	1.276673141
115	1.27283296
116	1.269183952
117	1.265737553
118	1.262376257
119	1.259145208
120	1.256021681
121	1.25269009
122	1.249524452
123	1.246216298
124	1.243306858
125	1.240242778
126	1.237363679
127	1.23452787
128	1.231862518
129	1.229177427
130	1.22607508
131	1.223111512
132	1.220482171
133	1.217856702
134	1.215309253
135	1.212885158
136	1.210554111
137	1.207936021
138	1.205525968
139	1.203299884
140	1.200852431
141	1.198434369
142	1.196120892
143	1.193885123
144	1.191560364
145	1.189377369
146	1.187050971
147	1.184935317
148	1.183051534
149	1.18099866
150	1.178788867
151	1.176717696
152	1.174550789
153	1.172435434
154	1.170440335
155	1.168384416
156	1.166632128
157	1.164693798
158	1.162715879
159	1.160999866
160	1.159210056
161	1.157501872
162	1.155892204
163	1.154093516
164	1.152440947
165	1.150752036
166	1.14902589
167	1.14729738
168	1.145781018
169	1.144107592
170	1.14258692
171	1.14109038
172	1.139506968
173	1.137851908
174	1.136357031
175	1.134839261
176	1.133306075
177	1.131856883
178	1.130451642
179	1.128980847
180	1.127599316
181	1.126182833
182	1.124912656
183	1.12366871
184	1.122206009
185	1.120965213
186	1.119616132
187	1.118404529
188	1.117066249
189	1.115858931
190	1.114389789
191	1.113085776
192	1.111622397
193	1.110437554
194	1.109209347
195	1.108046148
196	1.106676803
197	1.105504779
198	1.104385889
199	1.103172831
200	1.102124238
201	1.10092122
202	1.099798953
203	1.098761869
204	1.097570718
205	1.096590122
206	1.095371821
207	1.094289204
208	1.09320689
209	1.092086777
210	1.091144414
211	1.090107738
212	1.089286187
213	1.088283133
214	1.087342353
215	1.086271111
216	1.085313349
217	1.08434161
218	1.083479731
219	1.082517948
220	1.081495573
221	1.08055449
222	1.079655512
223	1.07874029
224	1.077822649
225	1.076897739
226	1.075935661
227	1.075109738
228	1.074224275
229	1.073247687
230	1.07244295
231	1.071679739
232	1.070747333
233	1.069924597
234	1.069171748
235	1.068347881
236	1.067475533
237	1.066698072
238	1.06579085
239	1.064947219
240	1.06412619
241	1.063381253
242	1.062614821
243	1.061944447
244	1.061199104
245	1.060422755
246	1.059627391
247	1.058824414
248	1.057982876
249	1.057257744
250	1.05643886
251	1.055814113
252	1.05511599
253	1.054340572
254	1.053588045
255	1.052723167
256	1.05199214
257	1.051181522
258	1.050328808
259	1.049602686
260	1.048605614
261	1.047837236
262	1.047095112
263	1.046363915
264	1.045666165
265	1.04495957
266	1.044167419
267	1.04355859
268	1.042765205
269	1.042135274
270	1.041496512
271	1.040837347
272	1.040182059
273	1.039291304
274	1.038655306
275	1.038012783
276	1.037359931
277	1.036742113
278	1.036077278
279	1.035456901
280	1.034673887
281	1.034015505
282	1.03332983
283	1.032801573
284	1.032091527
285	1.031447445
286	1.030758646
287	1.030130945
288	1.029616079
289	1.028978785
290	1.028378808
291	1.027873734
292	1.027295625
293	1.026648449
294	1.025984615
295	1.025282097
296	1.024738688
297	1.024143308
298	1.0235624
299	1.022961667
300	1.022282852
301	1.021683964
302	1.021086327
303	1.020521055
304	1.01999722
