,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,1.0,0.6911764705882353,0.773109243697479,0.6901408450704225,0.5416666666666666,0.7044534412955465,0.7392186452045607,0.6988225694565903
recall,0.3333333333333333,0.6666666666666666,0.7863247863247863,0.8166666666666667,0.26,0.7044534412955465,0.5725982905982905,0.7044534412955465
f1-score,0.5,0.6787003610108303,0.7796610169491526,0.7480916030534351,0.35135135135135137,0.7044534412955465,0.6115608664729539,0.6925934129610604
support,6.0,141.0,117.0,180.0,50.0,0.7044534412955465,494.0,494.0
