,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.5,0.6597222222222222,0.8304347826086956,0.7685512367491166,0.725,0.7504288164665524,0.6967416483160069,0.7458692087670432
recall,0.05714285714285714,0.6484641638225256,0.7670682730923695,0.8959835221421215,0.4793388429752066,0.7504288164665524,0.5695995318350161,0.7504288164665524
f1-score,0.10256410256410256,0.6540447504302926,0.7974947807933194,0.8273894436519258,0.5771144278606966,0.7504288164665524,0.5917215010600674,0.7405957159113536
support,35.0,586.0,498.0,971.0,242.0,0.7504288164665524,2332.0,2332.0
