,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.0,0.8393333333333334,0.8994169096209913,0.8007699711260827,0.6335403726708074,0.8291531425199173,0.6346121173502429,0.8235956264914379
recall,0.0,0.8761308281141267,0.8641456582633054,0.8156862745098039,0.5125628140703518,0.8291531425199173,0.6137051149915175,0.8291531425199173
f1-score,0.0,0.8573374191351719,0.8814285714285715,0.8081593006313744,0.5666666666666667,0.8291531425199173,0.6227183915723569,0.8257370978483066
support,19.0,1437.0,714.0,1020.0,199.0,0.8291531425199173,3389.0,3389.0
