,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.0,0.8250950570342205,0.8666666666666667,0.8188622754491018,0.5625,0.8178096212896623,0.6146247998299978,0.8052816252407096
recall,0.0,0.7331081081081081,0.6046511627906976,0.9398625429553265,0.17647058823529413,0.8178096212896623,0.4908184804178853,0.8178096212896623
f1-score,0.0,0.776386404293381,0.7123287671232876,0.8752,0.26865671641791045,0.8178096212896623,0.5265143775669159,0.8019533318264643
support,5.0,296.0,43.0,582.0,51.0,0.8178096212896623,977.0,977.0
