iter	RMSE
0	2.783134378
1	2.773311181
2	2.763511724
3	2.753802551
4	2.744082811
5	2.734534565
6	2.724913774
7	2.715399292
8	2.705951687
9	2.696600521
10	2.687347467
11	2.678090834
12	2.668856115
13	2.659735904
14	2.650684977
15	2.641642138
16	2.632698743
17	2.623742359
18	2.614814823
19	2.606000242
20	2.597206837
21	2.588548157
22	2.579932147
23	2.571296192
24	2.562733434
25	2.554186621
26	2.545684935
27	2.537269395
28	2.528853079
29	2.52056361
30	2.512190543
31	2.503849634
32	2.495712359
33	2.487508962
34	2.479441585
35	2.471347582
36	2.463401547
37	2.455437246
38	2.447508426
39	2.439710836
40	2.431947748
41	2.424236285
42	2.416448937
43	2.408707657
44	2.401039702
45	2.393437461
46	2.385884276
47	2.378322183
48	2.370767736
49	2.363298556
50	2.355893455
51	2.348531434
52	2.34117621
53	2.333880631
54	2.326591001
55	2.319466871
56	2.312250299
57	2.305259829
58	2.298130435
59	2.291039435
60	2.283991898
61	2.277017682
62	2.270153242
63	2.263095257
64	2.256093561
65	2.249255351
66	2.242456183
67	2.235626952
68	2.228842285
69	2.222150525
70	2.21529925
71	2.208780954
72	2.202126599
73	2.195639025
74	2.189159501
75	2.182697712
76	2.176202893
77	2.169842845
78	2.163607652
79	2.157145299
80	2.150859207
81	2.144683704
82	2.138382112
83	2.132202849
84	2.125956622
85	2.119789018
86	2.113715827
87	2.107708683
88	2.101722165
89	2.095615954
90	2.089690816
91	2.083770258
92	2.077702685
93	2.071745098
94	2.065872149
95	2.059825154
96	2.054012147
97	2.048286297
98	2.042594525
99	2.036978226
100	2.031282133
101	2.02561526
102	2.020016733
103	2.014480714
104	2.008831786
105	2.003236033
106	1.997652703
107	1.992085499
108	1.986757322
109	1.981309111
110	1.975892615
111	1.970420006
112	1.965093037
113	1.959725054
114	1.954546375
115	1.949246033
116	1.944074583
117	1.938904506
118	1.933662278
119	1.928535512
120	1.923451297
121	1.918405579
122	1.913422091
123	1.908319035
124	1.903410696
125	1.898439608
126	1.893415123
127	1.888501377
128	1.883687145
129	1.878872604
130	1.873952398
131	1.86919989
132	1.864414301
133	1.859455839
134	1.854608076
135	1.849691188
136	1.844962881
137	1.840111044
138	1.835461617
139	1.830863458
140	1.826214053
141	1.821674156
142	1.817045746
143	1.812596656
144	1.807970397
145	1.803301246
146	1.798887641
147	1.794336468
148	1.789948945
149	1.785514788
150	1.781039387
151	1.776476908
152	1.772047696
153	1.767776387
154	1.76330671
155	1.759075238
156	1.754861152
157	1.750719581
158	1.746502788
159	1.742274863
160	1.737998995
161	1.733641731
162	1.729397192
163	1.725178381
164	1.721100724
165	1.717017247
166	1.712916079
167	1.708762043
168	1.704891515
169	1.700812717
170	1.696962574
171	1.692897455
172	1.688775992
173	1.684707085
174	1.680813756
175	1.676924006
176	1.672749894
177	1.668818139
178	1.664940644
179	1.661071209
180	1.657305268
181	1.653437377
182	1.649496006
183	1.645582573
184	1.641684659
185	1.637885202
186	1.634221865
187	1.630550903
188	1.626867139
189	1.623167005
190	1.619631529
191	1.616022963
192	1.612282149
193	1.608668021
194	1.605059273
195	1.601572836
196	1.59809624
197	1.594589744
198	1.591096763
199	1.587665899
200	1.584198627
201	1.580914545
202	1.577434822
203	1.574046576
204	1.570698857
205	1.56742676
206	1.563850695
207	1.560376817
208	1.556908836
209	1.553563662
210	1.550118729
211	1.546782056
212	1.543508458
213	1.540260617
214	1.537211757
215	1.533847241
216	1.530826547
217	1.527740726
218	1.524644249
219	1.521494859
220	1.518265535
221	1.515065545
222	1.511969438
223	1.508863591
224	1.505899358
225	1.502863715
226	1.499897905
227	1.496776893
228	1.493599237
229	1.490547506
230	1.487640496
231	1.484394057
232	1.481441625
233	1.478483844
234	1.475650162
235	1.472722696
236	1.469797023
237	1.466830187
238	1.464062137
239	1.461266448
240	1.458294552
241	1.455370062
242	1.452628194
243	1.449690666
244	1.446800344
245	1.444157126
