,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,1.0,0.6190476190476191,0.75,0.6763285024154589,0.6363636363636364,0.6761133603238867,0.7363479515653428,0.6773138189042079
recall,0.3333333333333333,0.6453900709219859,0.7435897435897436,0.7777777777777778,0.28,0.6761133603238867,0.5560181851245682,0.6761133603238867
f1-score,0.5,0.6319444444444444,0.7467811158798283,0.7235142118863049,0.3888888888888889,0.6761133603238867,0.5982257322198933,0.6663047769404573
support,6.0,141.0,117.0,180.0,50.0,0.6761133603238867,494.0,494.0
