,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.0,0.8988910632746249,0.8815384615384615,0.8456046407853637,0.8141592920353983,0.8835376532399299,0.6880386915267697,0.8803900749067901
recall,0.0,0.9482195079993119,0.7838577291381669,0.7978947368421052,0.45320197044334976,0.8835376532399299,0.5966347888845867,0.8835376532399299
f1-score,0.0,0.9228966094600252,0.8298334540188269,0.82105719237435,0.5822784810126582,0.8835376532399299,0.631213147373172,0.879993389800081
support,14.0,5813.0,731.0,2375.0,203.0,0.8835376532399299,9136.0,9136.0
