SamplingOperations_code,CodeSite_SamplingOperations_x,Date_SamplingOperation,IBD,IBD_EQR,IBD_EQR_Status,Longitude_Lambert93,Latitude_Lambert93,Watershed,HERlvl1Name,Streamsize
S03245840_20120727,S03245840,2012-07-27,14.2,0.7719298245614034,Moderate,435568.82,6906001.94,Seine-Normandie,TABLES CALCAIRES,P
S03245840_20160831,S03245840,2016-08-31,14.466666666666667,0.7875243664717347,Good,435568.82,6906001.94,Seine-Normandie,TABLES CALCAIRES,P
S03245840_20191002,S03245840,2019-10-02,14.733333333333333,0.8031189083820662,Good,435568.82,6906001.94,Seine-Normandie,TABLES CALCAIRES,P
S03245840_20200806,S03245840,2020-08-06,15.0,0.8187134502923976,Good,435568.82,6906001.94,Seine-Normandie,TABLES CALCAIRES,P
S03245840_20220628,S03245840,2022-06-28,12.6,0.6783625730994152,Moderate,435568.82,6906001.94,Seine-Normandie,TABLES CALCAIRES,P
S03246220_20120820,S03246220,2012-08-20,14.8,0.8070175438596491,Good,446642.43,6906906.27,Seine-Normandie,TABLES CALCAIRES,TP
S03246220_20160616,S03246220,2016-06-16,18.3,1.0,High,446642.43,6906906.27,Seine-Normandie,TABLES CALCAIRES,TP
S03246220_20191016,S03246220,2019-10-16,14.9,0.8128654970760233,Good,446642.43,6906906.27,Seine-Normandie,TABLES CALCAIRES,TP
S03246220_20200806,S03246220,2020-08-06,15.0,0.8187134502923976,Good,446642.43,6906906.27,Seine-Normandie,TABLES CALCAIRES,TP
S03246220_20220823,S03246220,2022-08-23,14.3,0.7777777777777778,Moderate,446642.43,6906906.27,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20100927,S03246300,2010-09-27,15.9,0.871345029239766,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20110726,S03246300,2011-07-26,15.6,0.8538011695906432,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20120726,S03246300,2012-07-26,16.4,0.9005847953216373,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20130624,S03246300,2013-06-24,15.8,0.8654970760233918,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20140731,S03246300,2014-07-31,15.5,0.8479532163742689,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20150624,S03246300,2015-06-24,14.95,0.8157894736842104,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20170721,S03246300,2017-07-21,14.4,0.783625730994152,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20180720,S03246300,2018-07-20,14.4,0.783625730994152,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20191001,S03246300,2019-10-01,15.8,0.8654970760233918,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20200806,S03246300,2020-08-06,15.7,0.8596491228070174,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20210914,S03246300,2021-09-14,16.1,0.8830409356725146,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246300_20220811,S03246300,2022-08-11,15.0,0.8187134502923976,Good,447970.13,6916191.79,Seine-Normandie,TABLES CALCAIRES,TP
S03246490_20150701,S03246490,2015-07-01,6.7,0.3333333333333333,Poor,444889.0,6921327.0,Seine-Normandie,TABLES CALCAIRES,TP
S03246490_20210803,S03246490,2021-08-03,9.4,0.4912280701754386,Poor,444889.0,6921327.0,Seine-Normandie,TABLES CALCAIRES,TP
S03246525_20180720,S03246525,2018-07-20,14.0,0.7602339181286549,Moderate,439078.0,6920201.0,Seine-Normandie,TABLES CALCAIRES,TP
S03246525_20200918,S03246525,2020-09-18,12.6,0.6783625730994152,Moderate,439078.0,6920201.0,Seine-Normandie,TABLES CALCAIRES,TP
S03246680_20150623,S03246680,2015-06-23,13.6,0.7368421052631579,Moderate,428760.0,6905848.0,Seine-Normandie,TABLES CALCAIRES,TP
S03246680_20220810,S03246680,2022-08-10,13.4,0.7251461988304093,Moderate,428760.0,6905848.0,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20100927,S03246920,2010-09-27,15.2,0.830409356725146,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20110726,S03246920,2011-07-26,14.1,0.7660818713450291,Moderate,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20120727,S03246920,2012-07-27,14.1,0.7660818713450291,Moderate,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20130625,S03246920,2013-06-25,14.0,0.7602339181286549,Moderate,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20140805,S03246920,2014-08-05,13.8,0.7485380116959064,Moderate,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20150716,S03246920,2015-07-16,15.1,0.8245614035087718,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20160613,S03246920,2016-06-13,14.6,0.7953216374269005,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20181016,S03246920,2018-10-16,14.8,0.8070175438596491,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20191002,S03246920,2019-10-02,15.9,0.871345029239766,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20200915,S03246920,2020-09-15,14.4,0.783625730994152,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20210809,S03246920,2021-08-09,14.5,0.7894736842105263,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03246920_20220810,S03246920,2022-08-10,14.6,0.7953216374269005,Good,431002.12,6910885.88,Seine-Normandie,TABLES CALCAIRES,TP
S03247140_20100805,S03247140,2010-08-05,14.4,0.783625730994152,Good,427461.0,6919975.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247140_20140804,S03247140,2014-08-04,15.0,0.8187134502923976,Good,427461.0,6919975.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247140_20181016,S03247140,2018-10-16,14.7,0.8011695906432748,Good,427461.0,6919975.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247140_20210804,S03247140,2021-08-04,14.7,0.8011695906432748,Good,427461.0,6919975.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247160_20160615,S03247160,2016-06-15,,,,419082.49,6889845.83,Seine-Normandie,ARMORICAIN,TP
S03247218_20200916,S03247218,2020-09-16,13.6,0.7682926829268293,Moderate,417899.0,6899014.0,Seine-Normandie,ARMORICAIN,P
S03247228_20120723,S03247228,2012-07-23,14.8,0.8414634146341464,Good,420046.48,6901960.37,Seine-Normandie,ARMORICAIN,TP
S03247228_20200916,S03247228,2020-09-16,12.8,0.7195121951219513,Moderate,420046.48,6901960.37,Seine-Normandie,ARMORICAIN,TP
S03247252_20200916,S03247252,2020-09-16,15.0,0.853658536585366,Good,423617.61,6907178.29,Seine-Normandie,ARMORICAIN,TP
S03247275_20100805,S03247275,2010-08-05,13.8,0.7485380116959064,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20110726,S03247275,2011-07-26,14.5,0.7894736842105262,Good,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20120725,S03247275,2012-07-25,12.1,0.6491228070175438,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20130625,S03247275,2013-06-25,13.6,0.7368421052631579,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20140804,S03247275,2014-08-04,15.1,0.8245614035087718,Good,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20150716,S03247275,2015-07-16,14.3,0.7777777777777778,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20170905,S03247275,2017-09-05,13.8,0.7485380116959064,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20191001,S03247275,2019-10-01,13.4,0.7251461988304093,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247275_20210803,S03247275,2021-08-03,13.4,0.7251461988304093,Moderate,428155.26,6917538.35,Seine-Normandie,TABLES CALCAIRES,P
S03247405_20140805,S03247405,2014-08-05,13.2,0.7134502923976607,Moderate,422109.27,6913815.36,Seine-Normandie,TABLES CALCAIRES,TP
S03247405_20220809,S03247405,2022-08-09,13.2,0.7134502923976607,Moderate,422109.27,6913815.36,Seine-Normandie,TABLES CALCAIRES,TP
S03247410_20120725,S03247410,2012-07-25,12.3,0.6608187134502924,Moderate,418813.22,6913350.34,Seine-Normandie,TABLES CALCAIRES,TP
S03247410_20160615,S03247410,2016-06-15,15.3,0.8362573099415205,Good,418813.22,6913350.34,Seine-Normandie,TABLES CALCAIRES,TP
S03247410_20210729,S03247410,2021-07-29,14.5,0.7894736842105262,Good,418813.22,6913350.34,Seine-Normandie,TABLES CALCAIRES,TP
S03247415_20120725,S03247415,2012-07-25,14.2,0.7719298245614034,Moderate,418943.56,6914806.2,Seine-Normandie,TABLES CALCAIRES,TP
S03247415_20170905,S03247415,2017-09-05,14.6,0.7953216374269005,Good,418943.56,6914806.2,Seine-Normandie,TABLES CALCAIRES,TP
S03247440_20130625,S03247440,2013-06-25,12.8,0.6900584795321637,Moderate,418485.29,6913733.42,Seine-Normandie,TABLES CALCAIRES,TP
S03247440_20170906,S03247440,2017-09-06,14.2,0.7719298245614034,Moderate,418485.29,6913733.42,Seine-Normandie,TABLES CALCAIRES,TP
S03247440_20210729,S03247440,2021-07-29,13.5,0.7309941520467835,Moderate,418485.29,6913733.42,Seine-Normandie,TABLES CALCAIRES,TP
S03247475_20100805,S03247475,2010-08-05,8.9,0.4619883040935672,Poor,417115.0,6916372.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247475_20140805,S03247475,2014-08-05,11.7,0.6257309941520467,Moderate,417115.0,6916372.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247475_20181016,S03247475,2018-10-16,14.4,0.783625730994152,Good,417115.0,6916372.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247475_20210729,S03247475,2021-07-29,14.3,0.7777777777777778,Moderate,417115.0,6916372.0,Seine-Normandie,TABLES CALCAIRES,TP
S03247550_20120724,S03247550,2012-07-24,14.5,0.7894736842105262,Good,412953.25,6913759.93,Seine-Normandie,TABLES CALCAIRES,TP
S03247550_20220809,S03247550,2022-08-09,13.5,0.7309941520467835,Moderate,412953.25,6913759.93,Seine-Normandie,TABLES CALCAIRES,TP
S03247700_20120724,S03247700,2012-07-24,14.2,0.7719298245614034,Moderate,408422.83,6921508.35,Seine-Normandie,TABLES CALCAIRES,M
S03247700_20130806,S03247700,2013-08-06,13.3,0.7192982456140351,Moderate,408422.83,6921508.35,Seine-Normandie,TABLES CALCAIRES,M
S03247700_20140716,S03247700,2014-07-16,14.0,0.7602339181286549,Moderate,408422.83,6921508.35,Seine-Normandie,TABLES CALCAIRES,M
S03247700_20181016,S03247700,2018-10-16,14.2,0.7719298245614034,Moderate,408422.83,6921508.35,Seine-Normandie,TABLES CALCAIRES,M
S03247700_20210728,S03247700,2021-07-28,13.7,0.7426900584795321,Moderate,408422.83,6921508.35,Seine-Normandie,TABLES CALCAIRES,M
S03247760_20150805,S03247760,2015-08-05,10.0,0.5263157894736842,Poor,408349.0,6918389.0,Seine-Normandie,TABLES CALCAIRES,TP
S03248100_20150806,S03248100,2015-08-06,13.2,0.7134502923976607,Moderate,411439.21,6927648.47,Seine-Normandie,TABLES CALCAIRES,TP
S03248100_20210722,S03248100,2021-07-22,16.7,0.91812865497076,Good,411439.21,6927648.47,Seine-Normandie,TABLES CALCAIRES,TP
S03249595_20120808,S03249595,2012-08-08,12.9,0.7256097560975611,Moderate,414982.4,6869554.53,Seine-Normandie,ARMORICAIN,TP
S03249595_20160531,S03249595,2016-05-31,12.4,0.6951219512195123,Moderate,414982.4,6869554.53,Seine-Normandie,ARMORICAIN,TP
S03249595_20190912,S03249595,2019-09-12,14.6,0.8292682926829269,Good,414982.4,6869554.53,Seine-Normandie,ARMORICAIN,TP
S03249595_20210825,S03249595,2021-08-25,13.0,0.7317073170731708,Moderate,414982.4,6869554.53,Seine-Normandie,ARMORICAIN,TP
S03249595_20220729,S03249595,2022-07-29,12.6,0.7073170731707318,Moderate,414982.4,6869554.53,Seine-Normandie,ARMORICAIN,TP
S03250572_20130808,S03250572,2013-08-08,13.0,0.7317073170731708,Moderate,405023.62,6874077.92,Seine-Normandie,ARMORICAIN,TP
S03250572_20170719,S03250572,2017-07-19,11.6,0.6463414634146342,Moderate,405023.62,6874077.92,Seine-Normandie,ARMORICAIN,TP
S03250572_20210825,S03250572,2021-08-25,12.5,0.701219512195122,Moderate,405023.62,6874077.92,Seine-Normandie,ARMORICAIN,TP
S03250575_20120807,S03250575,2012-08-07,13.7,0.774390243902439,Moderate,405986.84,6874577.12,Seine-Normandie,ARMORICAIN,TP
S03250575_20150708,S03250575,2015-07-08,10.9,0.603658536585366,Moderate,405986.84,6874577.12,Seine-Normandie,ARMORICAIN,TP
S03250575_20180801,S03250575,2018-08-01,12.1,0.676829268292683,Moderate,405986.84,6874577.12,Seine-Normandie,ARMORICAIN,TP
S03250575_20210825,S03250575,2021-08-25,10.9,0.603658536585366,Moderate,405986.84,6874577.12,Seine-Normandie,ARMORICAIN,TP
S03250575_20220802,S03250575,2022-08-02,12.5,0.701219512195122,Moderate,405986.84,6874577.12,Seine-Normandie,ARMORICAIN,TP
S03250585_20130808,S03250585,2013-08-08,12.9,0.7256097560975611,Moderate,405806.0,6875587.0,Seine-Normandie,ARMORICAIN,P
S03250585_20210812,S03250585,2021-08-12,12.3,0.6890243902439025,Moderate,405806.0,6875587.0,Seine-Normandie,ARMORICAIN,P
S03250690_20150708,S03250690,2015-07-08,12.1,0.676829268292683,Moderate,402317.65,6880539.18,Seine-Normandie,ARMORICAIN,TP
S03250690_20210824,S03250690,2021-08-24,11.5,0.6402439024390244,Moderate,402317.65,6880539.18,Seine-Normandie,ARMORICAIN,TP
S03250720_20150708,S03250720,2015-07-08,11.5,0.6402439024390244,Moderate,401620.78,6883393.88,Seine-Normandie,ARMORICAIN,TP
S03250720_20220804,S03250720,2022-08-04,11.0,0.6097560975609757,Moderate,401620.78,6883393.88,Seine-Normandie,ARMORICAIN,TP
S03250773_20180808,S03250773,2018-08-08,12.4,0.6951219512195123,Moderate,406124.0,6885234.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20100928,S03250797,2010-09-28,14.0,0.7926829268292683,Good,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20110727,S03250797,2011-07-27,14.9,0.8475609756097562,Good,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20120807,S03250797,2012-08-07,15.2,0.8658536585365854,Good,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20130808,S03250797,2013-08-08,13.8,0.7804878048780489,Good,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20141014,S03250797,2014-10-14,12.4,0.6951219512195123,Moderate,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20150715,S03250797,2015-07-15,13.8,0.7804878048780489,Good,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20160601,S03250797,2016-06-01,12.4,0.6951219512195123,Moderate,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20190830,S03250797,2019-08-30,13.5,0.7621951219512195,Moderate,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20200722,S03250797,2020-07-22,13.7,0.774390243902439,Moderate,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20210824,S03250797,2021-08-24,13.9,0.7865853658536587,Good,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250797_20220804,S03250797,2022-08-04,13.5,0.7621951219512195,Moderate,402846.0,6885237.0,Seine-Normandie,ARMORICAIN,TP
S03250820_20190830,S03250820,2019-08-30,14.0,0.7926829268292683,Good,400494.0,6885676.0,Seine-Normandie,ARMORICAIN,TP
S03250820_20220804,S03250820,2022-08-04,11.7,0.6524390243902439,Moderate,400494.0,6885676.0,Seine-Normandie,ARMORICAIN,TP
S03250952_20130807,S03250952,2013-08-07,13.8,0.7804878048780489,Good,406914.0,6889761.0,Seine-Normandie,ARMORICAIN,TP
S03250952_20170906,S03250952,2017-09-06,12.3,0.6890243902439025,Moderate,406914.0,6889761.0,Seine-Normandie,ARMORICAIN,TP
S03250952_20210824,S03250952,2021-08-24,11.95,0.6676829268292683,Moderate,406914.0,6889761.0,Seine-Normandie,ARMORICAIN,TP
S03250952_20220803,S03250952,2022-08-03,11.6,0.6463414634146342,Moderate,406914.0,6889761.0,Seine-Normandie,ARMORICAIN,TP
S03250975_20110727,S03250975,2011-07-27,9.9,0.5426829268292683,Poor,406349.58,6891422.84,Seine-Normandie,ARMORICAIN,TP
S03250975_20141014,S03250975,2014-10-14,9.9,0.5426829268292683,Poor,406349.58,6891422.84,Seine-Normandie,ARMORICAIN,TP
S03250975_20150807,S03250975,2015-08-07,9.9,0.5426829268292683,Poor,406349.58,6891422.84,Seine-Normandie,ARMORICAIN,TP
S03250975_20180808,S03250975,2018-08-08,12.4,0.6951219512195123,Moderate,406349.58,6891422.84,Seine-Normandie,ARMORICAIN,TP
S03250975_20210824,S03250975,2021-08-24,12.9,0.7256097560975611,Moderate,406349.58,6891422.84,Seine-Normandie,ARMORICAIN,TP
S03250975_20220803,S03250975,2022-08-03,9.6,0.524390243902439,Poor,406349.58,6891422.84,Seine-Normandie,ARMORICAIN,TP
S03251190_20110727,S03251190,2011-07-27,11.7,0.6524390243902439,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20120806,S03251190,2012-08-06,13.9,0.7865853658536587,Good,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20130826,S03251190,2013-08-26,7.8,0.4146341463414634,Poor,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20141014,S03251190,2014-10-14,13.2,0.7439024390243902,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20150715,S03251190,2015-07-15,13.1,0.7378048780487805,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20160601,S03251190,2016-06-01,13.0,0.7317073170731708,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20170713,S03251190,2017-07-13,12.6,0.7073170731707318,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20190829,S03251190,2019-08-29,12.2,0.6829268292682927,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20210824,S03251190,2021-08-24,12.1,0.676829268292683,Moderate,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251190_20220831,S03251190,2022-08-31,7.1,0.3719512195121951,Poor,401195.97,6895115.24,Seine-Normandie,ARMORICAIN,M
S03251715_20130807,S03251715,2013-08-07,11.9,0.6646341463414634,Moderate,402750.64,6898911.95,Seine-Normandie,ARMORICAIN,TP
S03251715_20140805,S03251715,2014-08-05,13.8,0.7804878048780489,Good,402750.64,6898911.95,Seine-Normandie,ARMORICAIN,TP
S03251715_20210722,S03251715,2021-07-22,14.7,0.8353658536585367,Good,402750.64,6898911.95,Seine-Normandie,ARMORICAIN,TP
S03252500_20100805,S03252500,2010-08-05,11.7,0.6524390243902439,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20110727,S03252500,2011-07-27,12.9,0.7256097560975611,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20120724,S03252500,2012-07-24,12.6,0.7073170731707318,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20130807,S03252500,2013-08-07,12.3,0.6890243902439025,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20140716,S03252500,2014-07-16,11.65,0.649390243902439,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20150715,S03252500,2015-07-15,11.0,0.6097560975609757,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20160901,S03252500,2016-09-01,12.5,0.701219512195122,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20190829,S03252500,2019-08-29,12.8,0.7195121951219513,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20210824,S03252500,2021-08-24,12.6,0.7073170731707318,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252500_20220919,S03252500,2022-09-19,10.4,0.5731707317073171,Moderate,400019.0,6905292.0,Seine-Normandie,ARMORICAIN,M
S03252555_20120724,S03252555,2012-07-24,12.7,0.7134146341463414,Moderate,401391.89,6906007.5,Seine-Normandie,ARMORICAIN,TP
S03252555_20190828,S03252555,2019-08-28,11.3,0.628048780487805,Moderate,401391.89,6906007.5,Seine-Normandie,ARMORICAIN,TP
S03252755_20100805,S03252755,2010-08-05,6.7,0.3475609756097561,Poor,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20110727,S03252755,2011-07-27,10.1,0.5548780487804879,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20120724,S03252755,2012-07-24,8.8,0.4756097560975611,Poor,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20130806,S03252755,2013-08-06,6.9,0.3597560975609757,Poor,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20140804,S03252755,2014-08-04,10.1,0.5548780487804879,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20150805,S03252755,2015-08-05,10.1,0.5548780487804879,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20160601,S03252755,2016-06-01,11.5,0.6402439024390244,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20170713,S03252755,2017-07-13,9.3,0.5060975609756099,Poor,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20190828,S03252755,2019-08-28,10.600000000000001,0.5853658536585367,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20210824,S03252755,2021-08-24,11.9,0.6646341463414634,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252755_20220808,S03252755,2022-08-08,12.1,0.676829268292683,Moderate,405227.0,6908533.0,Seine-Normandie,ARMORICAIN,P
S03252763_20190828,S03252763,2019-08-28,12.4,0.6666666666666666,Moderate,404909.0,6910624.0,Seine-Normandie,TABLES CALCAIRES,TP
S03252763_20220809,S03252763,2022-08-09,12.4,0.6666666666666666,Moderate,404909.0,6910624.0,Seine-Normandie,TABLES CALCAIRES,TP
S03253190_20160601,S03253190,2016-06-01,11.8,0.6585365853658538,Moderate,362211.0,6945566.0,Seine-Normandie,ARMORICAIN,TP
S03253250_20190628,S03253250,2019-06-28,14.0,0.7926829268292683,Good,364152.03,6946499.03,Seine-Normandie,ARMORICAIN,TP
S03253410_20170712,S03253410,2017-07-12,14.0,0.7926829268292683,Good,368523.0,6945445.0,Seine-Normandie,ARMORICAIN,TP
S03253490_20120803,S03253490,2012-08-03,12.9,0.7256097560975611,Moderate,369047.22,6944001.15,Seine-Normandie,ARMORICAIN,P
S03253490_20130619,S03253490,2013-06-19,15.7,0.8963414634146342,Good,369047.22,6944001.15,Seine-Normandie,ARMORICAIN,P
S03253490_20180927,S03253490,2018-09-27,12.4,0.6951219512195123,Moderate,369047.22,6944001.15,Seine-Normandie,ARMORICAIN,P
S03253490_20200806,S03253490,2020-08-06,13.6,0.7682926829268293,Moderate,369047.22,6944001.15,Seine-Normandie,ARMORICAIN,P
S03253490_20210823,S03253490,2021-08-23,12.3,0.6890243902439025,Moderate,369047.22,6944001.15,Seine-Normandie,ARMORICAIN,P
S03253780_20100927,S03253780,2010-09-27,15.0,0.853658536585366,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20110801,S03253780,2011-08-01,13.1,0.7378048780487805,Moderate,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20120730,S03253780,2012-07-30,17.2,0.9878048780487804,High,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20130619,S03253780,2013-06-19,12.5,0.701219512195122,Moderate,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20140818,S03253780,2014-08-18,14.8,0.8414634146341464,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20150716,S03253780,2015-07-16,15.4,0.878048780487805,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20160603,S03253780,2016-06-03,15.6,0.8902439024390244,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20180927,S03253780,2018-09-27,14.0,0.7926829268292683,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20190628,S03253780,2019-06-28,15.6,0.8902439024390244,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20200805,S03253780,2020-08-05,12.2,0.6829268292682927,Moderate,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20210823,S03253780,2021-08-23,13.0,0.7317073170731708,Moderate,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253780_20220720,S03253780,2022-07-20,14.0,0.7926829268292683,Good,369949.71,6942835.23,Seine-Normandie,ARMORICAIN,TP
S03253820_20170712,S03253820,2017-07-12,13.2,0.7439024390243902,Moderate,369772.59,6941878.5,Seine-Normandie,ARMORICAIN,TP
S03254035_20100806,S03254035,2010-08-06,10.6,0.5853658536585367,Moderate,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20110801,S03254035,2011-08-01,7.4,0.3902439024390245,Poor,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20120801,S03254035,2012-08-01,9.8,0.5365853658536587,Poor,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20130807,S03254035,2013-08-07,9.5,0.5182926829268293,Poor,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20140717,S03254035,2014-07-17,9.8,0.5365853658536587,Poor,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20150716,S03254035,2015-07-16,11.05,0.6128048780487806,Moderate,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20160603,S03254035,2016-06-03,12.3,0.6890243902439025,Moderate,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20170712,S03254035,2017-07-12,7.5,0.3963414634146342,Poor,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20190821,S03254035,2019-08-21,10.75,0.5945121951219513,Moderate,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20200806,S03254035,2020-08-06,14.0,0.7926829268292683,Good,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254035_20210823,S03254035,2021-08-23,9.8,0.5365853658536587,Poor,371528.0,6933908.0,Seine-Normandie,ARMORICAIN,M
S03254080_20150720,S03254080,2015-07-20,17.2,0.9878048780487804,High,368810.06,6932313.78,Seine-Normandie,ARMORICAIN,TP
