,s_tilde
Cycst04,12.142353904168791
Cycsu01,15.370087807374079
Cycth01,11.268678725874683
Cycwo01,12.41113345142364
Cylgr01,11.30634250834586
Cymaf01,1.8654025120524427
Cymaf02,19.79874045078915
Cymal01,10.793443146770876
Cymal02,15.68130708575569
Cymam01,16.50525643763581
Cyman01,11.356338270781817
Cyman02,7.950581487521454
Cyman03,11.374984627756927
Cyman04,2.786895751953125
Cymap01,16.930205565663638
Cymas01,14.100245939954352
Cymbe01,2.8613991841277726
Cymbi01,6.339545645181801
Cymbr01,8.77229605100496
Cymbu01,3.7653427114986973
Cymci01,11.280578278745995
Cymco01,19.40402747123035
Cymcu01,14.109145811596651
Cymcy01,15.848290038689823
Cymdi01,18.729514504931775
Cymdo01,15.218989819484925
Cymeh01,4.14210978133048
Cymel01,11.051341914087526
Cymel02,17.153656005859375
Cymex01,19.915541607259804
Cymex02,18.99651270155562
Cymex03,9.880946964832862
Cymfl01,17.93865611883068
Cymfr01,10.710095435065353
Cymga01,9.363597897054202
Cymhe01,17.201530596594957
Cymhe02,18.537802871452442
Cymhu01,18.774720848806663
Cymin01,16.67545418822751
Cymin02,9.71684064576918
Cymin03,6.684250405067901
Cymka01,6.793543547425463
Cymko01,18.2794979858129
Cymku01,17.709102589744877
Cymla01,11.429290235374156
Cymla02,3.978255376227048
Cymla03,1.017641143360067
Cymlu01,13.420819648396424
Cymma01,10.25726017785285
Cymme01,15.690183445762708
Cymme02,18.79316681474206
Cymmi01,19.99968403717918
Cymna01,18.831660704125635
Cymna02,18.502480485857657
Cymne01,18.39605893913582
Cymne02,15.813069403730736
Cymne03,19.019536991555352
Cymob01,8.704160905867065
Cymob02,9.579216395322355
Cympa01,9.333087407236235
Cympe01,18.532666992263863
Cympe02,18.66738000942193
Cympl01,1.4060804134596234
Cympr01,13.035140991210938
Cympr02,7.857387669828833
Cympr03,4.843783168747167
Cympu01,1.002219848276925
Cymre01,15.829449282248529
Cymrh01,17.86448006549675
Cymru01,17.06073092910319
Cymsi01,19.99999075222586
