SamplingOperations_code,IBD_pred
S02042500_20160823,13.3330072712187
S02042500_20200701,11.493378446712521
S02042900_20160819,14.171059954991458
S02043450_20160818,12.128317152752025
S02043500_20160818,14.165507226108828
S02043600_20130723,12.971639920436907
S02043600_20160818,14.115353448411756
S02043690_20180801,13.721711986470584
S02043780_20160825,14.30134893669343
S02044000_20070910,12.549489631375325
S02044000_20110720,14.827433320696507
S02044000_20140930,13.989568071892247
S02044000_20160823,13.831601218124128
S02045000_20130821,13.268900008873405
S02045000_20160823,9.961033327958692
S02045050_20130821,10.949804680944286
S02045050_20160822,14.198203997883185
S02045160_20090804,8.910083229111603
S02045160_20160824,13.687563727247174
S02045170_20160824,14.764677215855466
S02045200_20160824,13.530184433898674
S02045283_20160825,13.240079394041196
S02045283_20170817,13.970196305771061
S02045350_20150610,13.041572763590061
S02045350_20160824,13.772416686662979
S02045500_20080806,14.157561138864745
S02045500_20160830,14.180603693408838
S02046000_20150818,13.731997198524008
S02046000_20160826,14.01195886838968
S02046000_20180808,13.325838694831095
S02047000_20100906,15.272176324563649
S02047000_20160826,14.9656213946906
S02048960_20150722,19.288090107637945
S02048960_20160803,19.779333560613743
S02048980_20090806,15.406897670762868
S02048980_20160803,19.953141090894544
S02048980_20200707,18.638608429988093
S02048980_20210820,18.202219925928212
S02049000_20160803,17.832441413951926
S02049000_20190705,13.1928812801461
S02049500_20160722,16.396806521077888
S02049900_20160722,16.402939326355835
S02049900_20200707,16.19289141364148
S02050000_20160722,14.220061468284843
S02050260_20210706,16.62978143701117
S02051000_20080801,14.264865206407105
S02051000_20120802,16.905419632638587
S02051000_20140715,17.05182492114988
S02051000_20160720,17.336693895845446
S02051000_20180726,19.54098606720941
S02051000_20200730,18.195451677489814
S02051000_20210706,18.716815141170613
S02051500_20180725,12.655047466362532
S02051600_20160720,14.36614752264228
S02051820_20160720,17.69090143370645
S02052000_20160720,17.680223574423508
S02052000_20210706,17.447720298426376
S02052500_20100721,16.202252314271533
S02052500_20160720,19.20738746449564
S02052500_20170810,18.59834762782264
S02052500_20180718,18.161937720060084
S02052500_20200717,15.3769508521869
S02054000_20160719,18.843482535402323
S02054000_20190702,17.231405207900256
S02054100_20100804,13.967362729936585
S02054100_20120802,16.25838325447174
S02054100_20160719,17.479824773559862
S02054300_20160719,13.220162588907991
S02054500_20090728,10.880133913062895
S02054500_20160719,18.03436164502524
S02054550_20160719,11.000000108274055
S02055500_20141003,11.435333275926716
S02055500_20160810,13.806497641873818
S02055580_20120723,11.364003710068118
S02055580_20160810,13.69165000267875
S02056020_20160817,14.798772885922448
S02056200_20100729,6.0207202860010955
S02056200_20140716,7.104016737645388
S02056200_20160810,5.757712765515857
S02057000_20070829,12.168994857866181
S02057000_20160810,12.88810759497015
S02057000_20170808,13.780582250002576
S02057000_20200728,11.441934045228757
S02057250_20120723,14.48717802539278
S02057250_20160719,13.303804749868894
S02057350_20160719,14.883808091182567
S02057350_20190705,14.125782819680508
S02057400_20080801,7.689576510017175
S02057400_20100804,13.586965866057831
S02057400_20160920,14.752041100070137
S02057453_20170807,14.95554119597141
S02057480_20210804,12.748705696364267
S02057520_20160920,14.605902823640257
S02057525_20160809,14.48135394456411
S02057557_20160809,14.940839962145061
S02057600_20100729,14.740714232953708
S02057600_20160809,14.850025540903243
S02057650_20190704,12.333581750511868
S02057760_20160809,15.124422461436936
S02058000_20150815,14.005619622075308
