,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,1.0,0.6206896551724138,0.726027397260274,0.8388888888888889,0.8177570093457944,0.8107370336669699,0.8006725901334741,0.8054263585353496
recall,0.19230769230769232,0.4153846153846154,0.7794117647058824,0.940809968847352,0.7510729613733905,0.8107370336669699,0.6157974005237865,0.8107370336669699
f1-score,0.3225806451612903,0.4976958525345622,0.75177304964539,0.8869309838472834,0.7829977628635347,0.8107370336669699,0.6483956588104121,0.7971394862208669
support,26.0,130.0,68.0,642.0,233.0,0.8107370336669699,1099.0,1099.0
