,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.9,0.7753846153846153,0.9247943595769683,0.8333333333333334,0.7611940298507462,0.8598356694055099,0.8389412676291327,0.855938528867182
recall,0.45,0.628428927680798,0.953939393939394,0.9327846364883402,0.5425531914893617,0.8598356694055099,0.7015412299195788,0.8598356694055099
f1-score,0.6,0.6942148760330579,0.9391408114558473,0.8802588996763754,0.6335403726708074,0.8598356694055099,0.7494309919672177,0.8537616566628631
support,20.0,401.0,825.0,729.0,94.0,0.8598356694055099,2069.0,2069.0
