,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.75,0.6741573033707865,0.8432203389830508,0.7402135231316725,0.7105263157894737,0.7871621621621622,0.7436234962549968,0.7750386803694953
recall,0.5,0.39473684210526316,0.9590361445783132,0.8489795918367347,0.421875,0.7871621621621622,0.6249255157040622,0.7871621621621622
f1-score,0.6,0.4979253112033195,0.8974069898534386,0.7908745247148289,0.5294117647058824,0.7871621621621622,0.6631237180954939,0.7690936481851252
support,12.0,152.0,415.0,245.0,64.0,0.7871621621621622,888.0,888.0
