,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.6666666666666666,0.8487450462351387,0.9186046511627907,0.8187984496124031,0.738255033557047,0.8486279138388906,0.7982139694468092,0.8469413364766293
recall,0.21052631578947367,0.8942240779401531,0.8851540616246498,0.8284313725490197,0.5527638190954773,0.8486279138388906,0.6742199293997547,0.8486279138388906
f1-score,0.32,0.8708912233141308,0.9015691868758916,0.8235867446393762,0.632183908045977,0.8486279138388906,0.7096462125750751,0.8460118514503114
support,19.0,1437.0,714.0,1020.0,199.0,0.8486279138388906,3389.0,3389.0
