,Bad,Good,High,Moderate,Poor,accuracy,macro avg,weighted avg
precision,0.5555555555555556,0.5802469135802469,0.726027397260274,0.820054945054945,0.7932692307692307,0.7888989990900819,0.6950308084440505,0.7739339506078986
recall,0.19230769230769232,0.36153846153846153,0.7794117647058824,0.9299065420560748,0.7081545064377682,0.7888989990900819,0.5942637934091759,0.7888989990900819
f1-score,0.2857142857142857,0.44549763033175355,0.75177304964539,0.8715328467153285,0.7482993197278912,0.7888989990900819,0.6205634264269297,0.773741273735601
support,26.0,130.0,68.0,642.0,233.0,0.7888989990900819,1099.0,1099.0
