SamplingOperations_code,P(High),P(Good),P(Moderate),P(Bad),P(Poor),y_hat,confidence,entropy,n_votes
S04016980_20200804,0.9999999474785365,4.8389285911426065e-08,3.853791262420873e-09,1.539446256326589e-11,2.6299195786514195e-10,High,0.9999994107018845,9.484387289436569e-07,10
S04016980_20220601,0.9999999995625404,1.8320345203949027e-10,2.371266788942251e-10,9.472328759953619e-13,1.6182093242195093e-11,High,0.9999999936437619,1.0229970648271605e-08,10
S04017000_20140910,2.3390612975151225e-09,1.8545884255082998e-08,0.999999972432669,2.398194384351222e-11,6.658403496274889e-09,Moderate,0.9999996705854943,5.301721944061125e-07,10
S04017595_20140911,1.1664617675026573e-09,9.248609667076875e-09,1.6558763912278432e-09,1.1959507274807439e-11,0.9999999879170925,Poor,0.9999998502923646,2.409451441719837e-07,10
S04017620_20140911,1.8225833773265242e-08,1.5833581293481402e-07,0.9999998219480712,4.6735178964660796e-11,1.4435468238546794e-09,Moderate,0.9999981281355292,3.01264964623726e-06,10
S04019350_20140805,1.0814375547973924e-08,1.5019855183344041e-06,0.9999984789640654,1.1087770438922569e-10,8.125163147315673e-09,Moderate,0.9999863225521706,2.201300308203223e-05,10
S04019350_20200629,1.003346577997587e-08,1.2928993208277157e-06,0.9999986894258998,1.0287118732065906e-10,7.538442329255553e-09,Moderate,0.9999880898437342,1.916865703724348e-05,10
S04019700_20120911,2.7673965832249525e-09,2.1942057172646756e-08,3.928518529276492e-09,6.731550030119888e-11,0.9999999712947122,Poor,0.9999996596351594,5.477960785475437e-07,10
S04019700_20200629,6.17367479494193e-10,4.894966125819369e-09,0.99999999401749,6.32974956225776e-12,4.63846615136014e-10,Moderate,0.9999999236556099,1.2287155589961476e-07,10
S04020010_20180830,1.9299343644993591e-07,1.5302009990903516e-06,0.9999529441288136,1.9787244395970633e-09,4.53306980263449e-05,Moderate,0.9996744553284429,0.0005239439365948425,10
S04021000_20140618,6.17367479494193e-10,4.894966125819369e-09,0.99999999401749,6.32974956225776e-12,4.63846615136014e-10,Moderate,0.9999999236556099,1.2287155589961476e-07,10
