SamplingOperations_code,P(High),P(Good),P(Moderate),P(Bad),P(Poor),y_hat,confidence,entropy,n_votes
S06179700_20150730,3.279750495539426e-24,9.451439626484421e-12,0.9999898576078449,6.3515291128888554e-15,1.0142382697329136e-05,Moderate,0.9999212347743293,0.00012676774037583203,10
S06179800_20080730,4.7605677084855404e-06,0.9999952383794158,1.0521724950037301e-09,7.02459363095035e-13,7.426826269370339e-16,Good,0.9999607783214305,6.312485647904716e-05,10
S06179999_20150828,0.9949546479296448,0.005045350297891781,1.0117227106281429e-11,1.7623259042732363e-09,2.0302879198477058e-14,High,0.9802919080362782,0.03171895038815165,10
S06179999_20190724,5.921508465882662e-22,1.2494543389052595e-09,0.9999954496311733,3.992469901776813e-14,4.549119332332578e-06,Moderate,0.9999623888439922,6.053282040941618e-05,10
S06180500_20090602,3.279750495539426e-24,9.451439626484421e-12,0.9999898576078449,6.3515291128888554e-15,1.0142382697329136e-05,Moderate,0.9999212347743293,0.00012676774037583203,10
S06180500_20130904,2.6035218424333215e-21,9.648274195198313e-15,3.915811481294151e-05,2.0784845155215245e-09,0.9999608398066928,Poor,0.999728741458816,0.0004365737802530858,10
S06180500_20150611,3.625934641517605e-23,4.776558907898964e-11,0.9999919035317695,2.326987296381325e-15,8.096420462724039e-06,Moderate,0.9999359895928931,0.00010302077598821922,10
S06180500_20220629,6.546527966655188e-21,6.314472423814585e-09,0.9999963622369465,1.4627054443669194e-14,3.631448566513145e-06,Moderate,0.9999694029099703,4.9244116703925615e-05,10
S06180550_20130621,9.886042477740467e-12,0.9999985084839833,1.4915061229505374e-06,7.783214364983389e-15,9.286171291168341e-17,Good,0.9999866403946421,2.1501455358110027e-05,10
S06180800_20150828,3.279750495539426e-24,9.451439626484421e-12,0.9999898576078449,6.3515291128888554e-15,1.0142382697329136e-05,Moderate,0.9999212347743293,0.00012676774037583203,10
