SamplingOperations_code,P(High),P(Good),P(Moderate),P(Bad),P(Poor),y_hat,confidence,entropy,n_votes
S02000010_20080811,1.2902448833500147e-44,0.9100406547657202,0.08839152378755233,0.0015678214467274843,1.4601537924498353e-30,Good,0.8071705715290184,0.31034699281419725,13
S02000010_20100719,1.764163294837048e-17,0.9981399190435573,8.210155528588963e-11,0.0018600808743410992,2.0371389171874046e-61,Good,0.9915790898570663,0.013552932041238346,13
S02000010_20150811,2.881715218839099e-65,0.00011294251814292261,0.9998869518130105,1.0566884665615206e-07,1.797815750468952e-18,Moderate,0.9992909126025614,0.0011412321406669005,13
S02000010_20160825,2.8387959364913634e-26,0.9988312112986429,1.68719603016214e-05,0.001151916741055605,2.1666702916099583e-35,Good,0.994316169443158,0.009147772386032848,11
S02000010_20170703,1.7387014887919224e-17,0.9983976275086012,6.575513992461377e-11,0.001602372425643759,1.931972679166143e-61,Good,0.992597172556817,0.011914391146266225,13
S02000011_20100719,1.1622327356124901e-34,0.9718029311263112,0.00047969612443145217,0.02771737274925735,1.5255031292858872e-33,Good,0.9186996780800902,0.1308478203909999,13
S02000011_20160719,2.8387959364913634e-26,0.9988312112986429,1.68719603016214e-05,0.001151916741055605,2.1666702916099583e-35,Good,0.994316169443158,0.009147772386032848,11
S02000011_20210823,1.5642258258703765e-35,0.9985007838646415,2.7606193493735564e-06,0.0014964555160091484,2.260589652890268e-36,Good,0.9929991979909831,0.011267356170756603,13
S02001000_20160720,8.067753160398958e-74,1.3686541663893757e-68,2.7683531320784306e-10,8.45636000988662e-42,0.9999999997231648,Poor,0.9999999959910174,6.452208659617858e-09,11
S02001016_20080811,2.879403532500589e-91,1.0109318680909531e-11,0.9999988787111581,4.0823178544712e-15,1.1212787287058957e-06,Moderate,0.999989757737839,1.6484285030868218e-05,13
S02001016_20200707,1.7553733649096453e-17,0.9980108430850926,7.140979925682192e-11,0.0019891568434976174,1.771676578654326e-61,Good,0.9910777403836335,0.014359822891159902,13
S02001025_20110723,1.764163294837048e-17,0.9981399190435573,8.210155528588963e-11,0.0018600808743410992,2.0371389171874046e-61,Good,0.9915790898570663,0.013552932041238346,13
S02001025_20160720,3.219255321854172e-16,0.9975393986102931,4.753247101444596e-10,0.0024606009143818405,1.1841181899715903e-59,Good,0.9892886380535653,0.017239272010396052,11
S02001025_20190717,5.206853064436915e-18,0.9989318648873509,3.8034057166354247e-10,0.0010681347323086596,2.0673021906288554e-60,Good,0.9947959588142041,0.008375581182288335,13
