region,SamplingOperations_code,y_true,oof_pred,yhat_te,y_filled,proba_Bad,proba_Good,proba_High,proba_Moderate,proba_Poor
1,S05183290_20180806,High,High,,High,,,,,
1,S05183290_20190911,High,High,,High,,,,,
1,S05183290_20200909,High,High,,High,,,,,
1,S05183290_20210914,High,High,,High,,,,,
1,S05183290_20220816,High,High,,High,,,,,
1,S05183300_20070710,High,High,,High,,,,,
1,S05183500_20070802,High,High,,High,,,,,
1,S05183500_20080823,High,High,,High,,,,,
1,S05183500_20090806,High,High,,High,,,,,
1,S05183500_20100803,High,High,,High,,,,,
1,S05183500_20110817,High,High,,High,,,,,
1,S05183500_20120727,High,High,,High,,,,,
1,S05183500_20130909,High,High,,High,,,,,
1,S05183500_20140729,High,High,,High,,,,,
1,S05183500_20150723,High,High,,High,,,,,
1,S05183500_20160908,High,High,,High,,,,,
1,S05183500_20170810,High,High,,High,,,,,
1,S05183500_20180807,High,High,,High,,,,,
1,S05183500_20190913,High,High,,High,,,,,
1,S05183500_20220929,High,High,,High,,,,,
1,S05183510_20210915,Good,Good,,Good,,,,,
1,S05183510_20220817,High,High,,High,,,,,
1,S05183520_20130909,High,High,,High,,,,,
1,S05183520_20140729,High,High,,High,,,,,
1,S05183520_20150723,High,High,,High,,,,,
1,S05183520_20160803,High,High,,High,,,,,
1,S05183520_20170719,High,High,,High,,,,,
1,S05183520_20180807,High,High,,High,,,,,
1,S05183520_20190912,High,High,,High,,,,,
1,S05183520_20200907,High,High,,High,,,,,
1,S05183520_20210916,High,High,,High,,,,,
1,S05183520_20220817,High,High,,High,,,,,
1,S05183530_20150825,High,High,,High,,,,,
1,S05183530_20160803,High,High,,High,,,,,
1,S05183530_20170719,High,High,,High,,,,,
1,S05183530_20180807,High,High,,High,,,,,
1,S05183600_20110803,High,High,,High,,,,,
1,S05183600_20120906,High,High,,High,,,,,
1,S05183600_20130909,High,High,,High,,,,,
1,S05183600_20140729,High,High,,High,,,,,
1,S05183600_20150723,High,High,,High,,,,,
1,S05183600_20160926,High,High,,High,,,,,
1,S05183600_20180924,High,High,,High,,,,,
1,S05183600_20190911,High,High,,High,,,,,
1,S05183600_20200908,High,High,,High,,,,,
1,S05183600_20220818,High,High,,High,,,,,
1,S05183620_20150723,High,High,,High,,,,,
1,S05183620_20160926,High,High,,High,,,,,
1,S05183620_20170719,High,High,,High,,,,,
1,S05183620_20180807,High,High,,High,,,,,
1,S05183710_20130909,High,High,,High,,,,,
1,S05183710_20150723,High,High,,High,,,,,
1,S05183710_20160803,High,High,,High,,,,,
1,S05183710_20170719,High,High,,High,,,,,
1,S05183710_20190912,High,High,,High,,,,,
1,S05183710_20221004,High,High,,High,,,,,
1,S05183848_20160928,High,High,,High,,,,,
1,S05183848_20170905,High,High,,High,,,,,
1,S05183848_20180926,High,High,,High,,,,,
1,S05183848_20200910,High,High,,High,,,,,
1,S05183848_20210907,High,High,,High,,,,,
1,S05183848_20220922,High,High,,High,,,,,
1,S05183850_20130909,High,High,,High,,,,,
1,S05183850_20140728,High,High,,High,,,,,
1,S05183850_20150722,High,High,,High,,,,,
1,S05183850_20160802,High,High,,High,,,,,
1,S05183850_20170718,High,High,,High,,,,,
1,S05183850_20180808,High,High,,High,,,,,
1,S05183850_20200907,Good,Good,,Good,,,,,
1,S05183850_20210914,Good,Good,,Good,,,,,
1,S05183850_20220822,High,High,,High,,,,,
1,S05183860_20150723,Good,Good,,Good,,,,,
1,S05183860_20160908,High,High,,High,,,,,
1,S05183862_20170720,High,High,,High,,,,,
1,S05183862_20180808,Good,Good,,Good,,,,,
1,S05183862_20190924,High,High,,High,,,,,
1,S05183900_20070807,High,High,,High,,,,,
1,S05183900_20080801,High,High,,High,,,,,
1,S05183900_20090625,High,High,,High,,,,,
1,S05183900_20100701,High,High,,High,,,,,
1,S05183900_20110823,High,High,,High,,,,,
1,S05183900_20130910,High,High,,High,,,,,
1,S05183900_20140820,High,High,,High,,,,,
1,S05183900_20150825,High,High,,High,,,,,
1,S05183900_20160928,High,High,,High,,,,,
1,S05183900_20170905,High,High,,High,,,,,
1,S05183900_20180925,High,High,,High,,,,,
1,S05183900_20190920,High,High,,High,,,,,
1,S05183900_20200909,High,High,,High,,,,,
1,S05183900_20210907,Good,Good,,Good,,,,,
1,S05183900_20220923,High,High,,High,,,,,
1,S05183910_20160804,High,High,,High,,,,,
1,S05183910_20170720,High,High,,High,,,,,
1,S05183910_20180925,High,High,,High,,,,,
1,S05183910_20190923,Good,Good,,Good,,,,,
1,S05183910_20200910,High,High,,High,,,,,
1,S05183910_20210915,High,High,,High,,,,,
1,S05183910_20220823,High,High,,High,,,,,
1,S05183920_20160927,High,High,,High,,,,,
1,S05183920_20170906,High,High,,High,,,,,
1,S05183920_20190912,High,High,,High,,,,,
1,S05183920_20200902,High,High,,High,,,,,
1,S05183920_20210721,High,High,,High,,,,,
1,S05183920_20220805,High,High,,High,,,,,
1,S05183930_20070807,High,High,,High,,,,,
1,S05183930_20080801,High,High,,High,,,,,
1,S05183930_20090625,High,High,,High,,,,,
1,S05183930_20100701,High,High,,High,,,,,
1,S05183930_20110822,High,High,,High,,,,,
1,S05183930_20130910,High,High,,High,,,,,
1,S05183930_20140728,High,High,,High,,,,,
1,S05183930_20150723,High,High,,High,,,,,
1,S05183930_20170906,High,High,,High,,,,,
1,S05183930_20180924,High,High,,High,,,,,
1,S05183930_20190913,High,High,,High,,,,,
1,S05183930_20200902,High,High,,High,,,,,
1,S05183930_20210721,High,High,,High,,,,,
1,S05183930_20220805,Good,Good,,Good,,,,,
1,S05183935_20130910,High,High,,High,,,,,
1,S05183935_20140728,High,High,,High,,,,,
1,S05183939_20140728,High,High,,High,,,,,
1,S05183939_20150820,High,High,,High,,,,,
1,S05183939_20161004,High,High,,High,,,,,
1,S05183939_20170720,High,High,,High,,,,,
1,S05183939_20180731,High,High,,High,,,,,
1,S05183939_20190717,High,High,,High,,,,,
1,S05183939_20200924,High,High,,High,,,,,
1,S05183939_20220804,High,High,,High,,,,,
1,S05183940_20130910,High,High,,High,,,,,
1,S05183940_20140728,High,High,,High,,,,,
1,S05183940_20150723,High,High,,High,,,,,
1,S05183940_20160926,High,High,,High,,,,,
1,S05183940_20170926,High,High,,High,,,,,
1,S05183940_20180924,High,High,,High,,,,,
1,S05183940_20190924,High,High,,High,,,,,
1,S05183940_20200910,High,High,,High,,,,,
1,S05183940_20210929,High,High,,High,,,,,
1,S05183940_20220922,High,High,,High,,,,,
1,S05183970_20070807,High,High,,High,,,,,
1,S05183970_20090702,High,High,,High,,,,,
1,S05183970_20100701,High,High,,High,,,,,
1,S05183970_20110823,High,High,,High,,,,,
1,S05183970_20140728,High,High,,High,,,,,
1,S05183970_20150825,High,High,,High,,,,,
1,S05183970_20160927,High,High,,High,,,,,
1,S05183970_20170906,High,High,,High,,,,,
1,S05183970_20190912,High,High,,High,,,,,
1,S05183970_20200903,High,High,,High,,,,,
1,S05183970_20210720,High,High,,High,,,,,
1,S05183970_20220805,High,High,,High,,,,,
1,S05199120_20160926,Moderate,Moderate,,Moderate,,,,,
1,S05199120_20171003,Moderate,Moderate,,Moderate,,,,,
1,S05199120_20181023,High,High,,High,,,,,
1,S05199120_20190921,Moderate,Moderate,,Moderate,,,,,
1,S05199120_20200916,Good,Good,,Good,,,,,
1,S05199120_20210915,High,High,,High,,,,,
1,S05199120_20220920,Moderate,Moderate,,Moderate,,,,,
1,S05199250_20130919,High,High,,High,,,,,
1,S05199250_20140911,High,High,,High,,,,,
1,S05199250_20151001,High,High,,High,,,,,
1,S05199250_20160908,High,High,,High,,,,,
1,S05199250_20171003,Good,Good,,Good,,,,,
1,S05199250_20180829,High,High,,High,,,,,
1,S05199250_20190921,High,High,,High,,,,,
1,S05199250_20210915,High,High,,High,,,,,
1,S05199250_20220920,High,High,,High,,,,,
1,S05199450_20130919,Good,Good,,Good,,,,,
1,S05199450_20140911,Moderate,Moderate,,Moderate,,,,,
1,S05199450_20151001,Good,Good,,Good,,,,,
1,S05199450_20160906,Moderate,Moderate,,Moderate,,,,,
1,S05199450_20180829,Moderate,Moderate,,Moderate,,,,,
1,S05199450_20190921,Moderate,Moderate,,Moderate,,,,,
1,S05199450_20200917,Moderate,Moderate,,Moderate,,,,,
1,S05199450_20210915,Moderate,Moderate,,Moderate,,,,,
1,S05199450_20220920,Poor,Moderate,,Poor,,,,,
1,S05199600_20070803,Good,Good,,Good,,,,,
1,S05199600_20090801,High,High,,High,,,,,
1,S05199600_20100810,High,High,,High,,,,,
1,S05199600_20110802,High,High,,High,,,,,
1,S05199600_20120918,Good,Good,,Good,,,,,
1,S05199600_20130919,High,High,,High,,,,,
1,S05199600_20140911,High,High,,High,,,,,
1,S05199600_20171002,Good,Good,,Good,,,,,
1,S05199600_20180927,Good,Good,,Good,,,,,
1,S05199600_20190921,Good,Good,,Good,,,,,
1,S05199600_20200917,Good,Good,,Good,,,,,
1,S05199600_20210915,Good,Good,,Good,,,,,
1,S05199600_20220920,Moderate,Moderate,,Moderate,,,,,
1,S05199700_20160906,Moderate,Moderate,,Moderate,,,,,
1,S05199700_20180926,High,High,,High,,,,,
1,S05199700_20190921,Moderate,Moderate,,Moderate,,,,,
1,S05199700_20200917,Good,Good,,Good,,,,,
1,S05199700_20210915,High,High,,High,,,,,
1,S05199750_20120907,High,High,,High,,,,,
1,S05199750_20130919,High,High,,High,,,,,
1,S05199750_20140911,High,High,,High,,,,,
1,S05199750_20151001,Good,Good,,Good,,,,,
1,S05199750_20160906,Moderate,Moderate,,Moderate,,,,,
1,S05199750_20170928,High,High,,High,,,,,
1,S05199750_20180926,High,High,,High,,,,,
1,S05199750_20191009,High,High,,High,,,,,
1,S05199750_20200917,High,High,,High,,,,,
1,S05199750_20220920,Good,Good,,Good,,,,,
1,S05199800_20070803,High,High,,High,,,,,
1,S05199800_20090801,Good,Good,,Good,,,,,
1,S05199800_20100810,High,High,,High,,,,,
1,S05199800_20110802,High,High,,High,,,,,
1,S05199800_20130919,Good,Good,,Good,,,,,
1,S05199800_20140911,Good,Good,,Good,,,,,
1,S05199800_20151001,Good,Good,,Good,,,,,
1,S05199800_20171003,Good,Good,,Good,,,,,
1,S05199800_20180927,Moderate,Moderate,,Moderate,,,,,
1,S05199800_20220920,Moderate,Moderate,,Moderate,,,,,
1,S05200050_20090802,High,High,,High,,,,,
1,S05200050_20100810,High,High,,High,,,,,
1,S05200050_20110802,High,High,,High,,,,,
1,S05200050_20120918,High,High,,High,,,,,
1,S05200050_20140911,High,High,,High,,,,,
1,S05200050_20151001,High,High,,High,,,,,
1,S05200050_20160921,Moderate,Moderate,,Moderate,,,,,
1,S05200050_20170928,Good,Good,,Good,,,,,
1,S05200050_20180926,High,High,,High,,,,,
1,S05200050_20190921,High,High,,High,,,,,
1,S05200050_20200917,High,High,,High,,,,,
1,S05200050_20210915,High,High,,High,,,,,
1,S05200050_20220921,High,High,,High,,,,,
1,S05200110_20210712,Moderate,Moderate,,Moderate,,,,,
1,S05200115_20140911,High,High,,High,,,,,
1,S05200115_20151001,Good,Good,,Good,,,,,
1,S05200115_20170928,Moderate,Moderate,,Moderate,,,,,
1,S05200115_20180926,Moderate,Moderate,,Moderate,,,,,
1,S05200115_20190921,Moderate,Moderate,,Moderate,,,,,
1,S05200115_20200917,Moderate,Moderate,,Moderate,,,,,
1,S05200115_20220921,Good,Good,,Good,,,,,
1,S05200135_20130919,Good,Good,,Good,,,,,
1,S05200135_20140911,High,High,,High,,,,,
1,S05200135_20151001,High,High,,High,,,,,
1,S05200135_20160921,Good,Good,,Good,,,,,
1,S05200135_20170929,High,High,,High,,,,,
1,S05200135_20190921,High,High,,High,,,,,
1,S05200135_20200917,Good,Good,,Good,,,,,
1,S05200135_20210915,Good,Good,,Good,,,,,
1,S05200135_20220921,High,High,,High,,,,,
1,S05200140_20070803,High,High,,High,,,,,
1,S05200140_20120907,High,High,,High,,,,,
1,S05200140_20130919,High,High,,High,,,,,
1,S05200140_20140911,High,High,,High,,,,,
1,S05200140_20151001,High,High,,High,,,,,
1,S05200140_20160921,High,High,,High,,,,,
1,S05200140_20170929,High,High,,High,,,,,
1,S05200140_20180828,High,High,,High,,,,,
1,S05200140_20191016,High,High,,High,,,,,
1,S05200140_20200917,High,High,,High,,,,,
1,S05200140_20210916,High,High,,High,,,,,
1,S05200140_20220921,High,High,,High,,,,,
1,S05201058_20220711,Moderate,Moderate,,Moderate,,,,,
1,S05201060_20140911,High,High,,High,,,,,
1,S05201060_20151001,Good,Good,,Good,,,,,
1,S05201060_20160905,Moderate,Moderate,,Moderate,,,,,
1,S05201060_20180927,Good,Good,,Good,,,,,
1,S05201060_20190921,Good,Good,,Good,,,,,
1,S05201060_20200916,Moderate,Moderate,,Moderate,,,,,
1,S05201060_20210914,Good,Good,,Good,,,,,
1,S05201062_20220711,Moderate,Moderate,,Moderate,,,,,
1,S05201067_20220711,High,High,,High,,,,,
1,S05203058_20130919,High,High,,High,,,,,
1,S05203058_20140912,High,High,,High,,,,,
1,S05203058_20151001,High,High,,High,,,,,
1,S05203058_20180906,High,High,,High,,,,,
1,S05203058_20190921,High,High,,High,,,,,
1,S05203058_20200917,High,High,,High,,,,,
1,S05203058_20210916,High,High,,High,,,,,
1,S05203058_20220922,High,High,,High,,,,,
1,S05203060_20130919,High,High,,High,,,,,
1,S05203060_20140912,High,High,,High,,,,,
1,S05203060_20151001,High,High,,High,,,,,
1,S05203060_20160922,High,High,,High,,,,,
1,S05203060_20180906,High,High,,High,,,,,
1,S05203060_20210817,High,High,,High,,,,,
1,S05204880_20130919,High,High,,High,,,,,
1,S05204880_20151001,Good,Good,,Good,,,,,
1,S05204880_20160922,High,High,,High,,,,,
1,S05204880_20171010,High,High,,High,,,,,
1,S05204880_20190921,High,High,,High,,,,,
1,S05204880_20200917,High,High,,High,,,,,
1,S05204880_20210916,High,High,,High,,,,,
1,S05204890_20211008,High,High,,High,,,,,
1,S05204890_20220921,High,High,,High,,,,,
1,S05206180_20130920,High,High,,High,,,,,
1,S05206180_20140912,High,High,,High,,,,,
1,S05206180_20151002,High,High,,High,,,,,
1,S05206180_20160923,High,High,,High,,,,,
1,S05206180_20171011,High,High,,High,,,,,
1,S05206180_20180905,High,High,,High,,,,,
1,S05206180_20190927,Good,Good,,Good,,,,,
1,S05206180_20200918,High,High,,High,,,,,
1,S05206180_20210916,High,High,,High,,,,,
1,S05206500_20070802,High,High,,High,,,,,
1,S05206500_20130920,High,High,,High,,,,,
1,S05206500_20151002,High,High,,High,,,,,
1,S05206500_20161004,High,High,,High,,,,,
1,S05206500_20180905,High,High,,High,,,,,
1,S05206500_20190821,High,High,,High,,,,,
1,S05206500_20200917,High,High,,High,,,,,
1,S05206500_20210825,High,High,,High,,,,,
1,S05206500_20220922,High,High,,High,,,,,
1,S05206750_20070806,High,High,,High,,,,,
1,S05206750_20080826,High,High,,High,,,,,
1,S05206750_20090803,High,High,,High,,,,,
1,S05206750_20100812,High,High,,High,,,,,
1,S05206750_20110804,High,High,,High,,,,,
1,S05206750_20120917,High,High,,High,,,,,
1,S05206750_20130920,High,High,,High,,,,,
1,S05206750_20140912,High,High,,High,,,,,
1,S05206750_20151002,High,High,,High,,,,,
1,S05206750_20160923,High,High,,High,,,,,
1,S05206750_20180905,High,High,,High,,,,,
1,S05206750_20191002,High,High,,High,,,,,
1,S05206750_20210818,High,High,,High,,,,,
1,S05206750_20220811,High,High,,High,,,,,
1,S05206880_20130920,High,High,,High,,,,,
1,S05206880_20140912,High,High,,High,,,,,
1,S05206880_20151002,High,High,,High,,,,,
1,S05206880_20160923,High,High,,High,,,,,
1,S05206880_20171011,High,High,,High,,,,,
1,S05206880_20180904,High,High,,High,,,,,
1,S05206880_20190927,High,High,,High,,,,,
1,S05206880_20210916,Good,Good,,Good,,,,,
1,S05206880_20220922,High,High,,High,,,,,
1,S05206900_20130920,High,High,,High,,,,,
1,S05206900_20140912,High,High,,High,,,,,
1,S05206900_20151002,High,High,,High,,,,,
1,S05206900_20160923,High,High,,High,,,,,
1,S05206900_20171011,Good,Good,,Good,,,,,
1,S05206900_20180904,High,High,,High,,,,,
1,S05206900_20190927,High,High,,High,,,,,
1,S05206900_20200917,High,High,,High,,,,,
1,S05206900_20210916,High,High,,High,,,,,
1,S05206900_20220922,High,High,,High,,,,,
1,S05207040_20130920,High,High,,High,,,,,
1,S05207040_20140913,High,High,,High,,,,,
1,S05207040_20151002,High,High,,High,,,,,
1,S05207040_20160916,High,High,,High,,,,,
1,S05207040_20170830,Good,Good,,Good,,,,,
1,S05207040_20180905,High,High,,High,,,,,
1,S05207040_20190927,High,High,,High,,,,,
1,S05207040_20210819,High,High,,High,,,,,
1,S05207040_20220811,High,High,,High,,,,,
1,S05207050_20130920,Moderate,Moderate,,Moderate,,,,,
1,S05207050_20140913,Good,Good,,Good,,,,,
1,S05207050_20151003,High,High,,High,,,,,
1,S05207050_20160916,High,High,,High,,,,,
1,S05207050_20180904,High,High,,High,,,,,
1,S05207050_20190927,Good,Good,,Good,,,,,
1,S05207050_20220811,High,High,,High,,,,,
1,S05207060_20130920,High,High,,High,,,,,
1,S05207060_20140913,High,High,,High,,,,,
1,S05207060_20151003,High,High,,High,,,,,
1,S05207060_20160916,High,High,,High,,,,,
1,S05207060_20170830,High,High,,High,,,,,
1,S05207060_20180904,High,High,,High,,,,,
1,S05207060_20190927,High,High,,High,,,,,
1,S05207060_20200918,High,High,,High,,,,,
1,S05207060_20210917,High,High,,High,,,,,
1,S05207060_20220922,High,High,,High,,,,,
1,S05207070_20130920,High,High,,High,,,,,
1,S05207070_20151003,High,High,,High,,,,,
1,S05207070_20161004,Good,Good,,Good,,,,,
1,S05207070_20170829,High,High,,High,,,,,
1,S05207070_20180904,High,High,,High,,,,,
1,S05207070_20190927,High,High,,High,,,,,
1,S05207070_20210819,High,High,,High,,,,,
1,S05207070_20220812,High,High,,High,,,,,
1,S05217150_20070801,High,High,,High,,,,,
1,S05217150_20090805,Good,Good,,Good,,,,,
1,S05217150_20100804,Good,Good,,Good,,,,,
1,S05217150_20110922,High,High,,High,,,,,
1,S05217150_20120906,Poor,Poor,,Poor,,,,,
1,S05217150_20140908,High,High,,High,,,,,
1,S05217150_20150928,High,High,,High,,,,,
1,S05217150_20160913,Good,Good,,Good,,,,,
1,S05217150_20170825,Good,Good,,Good,,,,,
1,S05217150_20180924,Moderate,Moderate,,Moderate,,,,,
1,S05217150_20200918,Good,Good,,Good,,,,,
1,S05217150_20210917,High,High,,High,,,,,
1,S05217150_20220923,Moderate,Moderate,,Moderate,,,,,
1,S05217310_20130921,Moderate,Moderate,,Moderate,,,,,
1,S05217310_20140908,High,High,,High,,,,,
1,S05217310_20160913,High,High,,High,,,,,
1,S05217310_20170825,High,High,,High,,,,,
1,S05217310_20190927,High,High,,High,,,,,
1,S05217310_20200918,High,High,,High,,,,,
1,S05217310_20210917,High,High,,High,,,,,
1,S05217310_20220923,High,High,,High,,,,,
1,S05217350_20070709,High,High,,High,,,,,
1,S05217350_20120908,High,High,,High,,,,,
1,S05217350_20130921,High,High,,High,,,,,
1,S05217350_20140909,High,High,,High,,,,,
1,S05217350_20150928,High,High,,High,,,,,
1,S05217350_20160816,High,High,,High,,,,,
1,S05217350_20170801,High,High,,High,,,,,
1,S05217350_20180828,High,High,,High,,,,,
1,S05217350_20190904,High,High,,High,,,,,
1,S05217350_20200918,High,High,,High,,,,,
1,S05217350_20210922,High,High,,High,,,,,
1,S05217350_20220818,High,High,,High,,,,,
1,S05217400_20070801,Good,Good,,Good,,,,,
1,S05217400_20090805,Moderate,Moderate,,Moderate,,,,,
1,S05217400_20100804,High,High,,High,,,,,
1,S05217400_20110817,High,High,,High,,,,,
1,S05217400_20120730,High,High,,High,,,,,
1,S05217400_20130921,Good,Good,,Good,,,,,
1,S05217400_20140908,High,High,,High,,,,,
1,S05217400_20150928,High,High,,High,,,,,
1,S05217400_20161005,Good,Good,,Good,,,,,
1,S05217400_20170823,Good,Good,,Good,,,,,
1,S05217400_20180823,Good,Good,,Good,,,,,
1,S05217400_20190925,Good,Good,,Good,,,,,
1,S05217400_20210819,High,High,,High,,,,,
1,S05217400_20220927,High,High,,High,,,,,
1,S05217800_20130921,High,High,,High,,,,,
1,S05217800_20140909,High,High,,High,,,,,
1,S05217800_20150928,High,High,,High,,,,,
1,S05217800_20161006,High,High,,High,,,,,
1,S05217800_20180824,High,High,,High,,,,,
1,S05217800_20190925,High,High,,High,,,,,
1,S05217800_20210820,High,High,,High,,,,,
1,S05217800_20220927,High,High,,High,,,,,
1,S05218000_20070801,Good,Good,,Good,,,,,
1,S05218000_20080730,High,High,,High,,,,,
1,S05218000_20090805,Moderate,Moderate,,Moderate,,,,,
1,S05218000_20110922,High,High,,High,,,,,
1,S05218000_20120906,Good,Good,,Good,,,,,
1,S05218000_20130921,High,High,,High,,,,,
1,S05218000_20140908,High,High,,High,,,,,
1,S05218000_20150928,High,High,,High,,,,,
1,S05218000_20161005,Good,Good,,Good,,,,,
1,S05218000_20170824,Poor,Poor,,Poor,,,,,
1,S05218000_20180824,Good,Good,,Good,,,,,
1,S05218000_20190926,High,High,,High,,,,,
1,S05218000_20210820,High,High,,High,,,,,
1,S05218000_20220927,High,High,,High,,,,,
1,S05218250_20151008,High,High,,High,,,,,
1,S05218250_20161005,Moderate,Moderate,,Moderate,,,,,
1,S05218250_20170823,Good,Good,,Good,,,,,
1,S05218250_20180823,High,High,,High,,,,,
1,S05218250_20191014,Good,Good,,Good,,,,,
1,S05218250_20210819,Good,Good,,Good,,,,,
1,S05218250_20220928,High,High,,High,,,,,
1,S05218450_20070709,High,High,,High,,,,,
1,S05218450_20120908,High,High,,High,,,,,
1,S05218450_20130921,High,High,,High,,,,,
1,S05218450_20140909,High,High,,High,,,,,
1,S05218450_20151023,High,High,,High,,,,,
1,S05218450_20160816,High,High,,High,,,,,
1,S05218450_20170927,High,High,,High,,,,,
1,S05218450_20180828,High,High,,High,,,,,
1,S05218450_20190904,High,High,,High,,,,,
1,S05218450_20200918,High,High,,High,,,,,
1,S05218450_20210923,High,High,,High,,,,,
1,S05218450_20220819,High,High,,High,,,,,
1,S05218460_20151007,High,High,,High,,,,,
1,S05218460_20161005,Good,Good,,Good,,,,,
1,S05218500_20070801,High,High,,High,,,,,
1,S05218500_20080730,High,High,,High,,,,,
1,S05218500_20090804,High,High,,High,,,,,
1,S05218500_20100804,High,High,,High,,,,,
1,S05218500_20120906,High,High,,High,,,,,
1,S05218500_20130921,High,High,,High,,,,,
1,S05218500_20140909,High,High,,High,,,,,
1,S05218500_20150929,High,High,,High,,,,,
1,S05218500_20161006,High,High,,High,,,,,
1,S05218500_20170824,High,High,,High,,,,,
1,S05218500_20180821,High,High,,High,,,,,
1,S05218500_20200917,High,High,,High,,,,,
1,S05218500_20210819,High,High,,High,,,,,
1,S05218500_20220928,High,High,,High,,,,,
1,S05218560_20161006,High,High,,High,,,,,
1,S05218560_20170823,High,High,,High,,,,,
1,S05218560_20180822,High,High,,High,,,,,
1,S05218560_20190926,High,High,,High,,,,,
1,S05218560_20220928,High,High,,High,,,,,
1,S05218620_20130921,Good,Good,,Good,,,,,
1,S05218620_20140909,High,High,,High,,,,,
1,S05218620_20161007,High,High,,High,,,,,
1,S05218620_20170822,High,High,,High,,,,,
1,S05218620_20180822,High,High,,High,,,,,
1,S05218620_20190926,High,High,,High,,,,,
1,S05218620_20210818,High,High,,High,,,,,
1,S05218620_20220929,High,High,,High,,,,,
1,S05218630_20130921,High,High,,High,,,,,
1,S05218630_20150929,High,High,,High,,,,,
1,S05218630_20161007,High,High,,High,,,,,
1,S05218630_20170822,High,High,,High,,,,,
1,S05218630_20180822,High,High,,High,,,,,
1,S05218630_20190926,High,High,,High,,,,,
1,S05218630_20200917,High,High,,High,,,,,
1,S05218630_20220929,High,High,,High,,,,,
1,S05218700_20070710,High,High,,High,,,,,
1,S05218700_20080730,High,High,,High,,,,,
1,S05218700_20100804,High,High,,High,,,,,
1,S05218700_20110812,High,High,,High,,,,,
1,S05218700_20120907,High,High,,High,,,,,
1,S05218700_20130921,High,High,,High,,,,,
1,S05218700_20140909,High,High,,High,,,,,
1,S05218700_20170927,High,High,,High,,,,,
1,S05218700_20190927,High,High,,High,,,,,
1,S05218700_20200918,High,High,,High,,,,,
1,S05218700_20211013,High,High,,High,,,,,
1,S05218700_20220818,High,High,,High,,,,,
1,S05234031_20150805,High,High,,High,,,,,
1,S05234031_20160818,Good,Good,,Good,,,,,
1,S05234031_20170803,High,High,,High,,,,,
1,S05234031_20180808,High,High,,High,,,,,
1,S05234290_20070709,Moderate,Moderate,,Moderate,,,,,
1,S05234290_20120908,High,High,,High,,,,,
1,S05234290_20130925,Good,Good,,Good,,,,,
1,S05234290_20140917,Moderate,Moderate,,Moderate,,,,,
1,S05234290_20150827,High,High,,High,,,,,
1,S05234290_20180911,High,High,,High,,,,,
1,S05234290_20190903,Good,Good,,Good,,,,,
1,S05234290_20200811,High,High,,High,,,,,
1,S05234290_20210818,Good,Good,,Good,,,,,
1,S05234290_20220805,High,High,,High,,,,,
1,S05236000_20070802,High,High,,High,,,,,
1,S05236000_20080822,High,High,,High,,,,,
1,S05236000_20090805,High,High,,High,,,,,
1,S05236000_20100804,High,High,,High,,,,,
1,S05236000_20110801,High,High,,High,,,,,
1,S05236000_20120903,High,High,,High,,,,,
1,S05236000_20130924,High,High,,High,,,,,
1,S05236000_20140917,Good,Good,,Good,,,,,
1,S05236000_20150827,High,High,,High,,,,,
1,S05236000_20160817,High,High,,High,,,,,
1,S05236000_20170824,High,High,,High,,,,,
1,S05236000_20180807,High,High,,High,,,,,
1,S05236000_20190808,Good,Good,,Good,,,,,
1,S05236000_20210819,High,High,,High,,,,,
1,S05236000_20220805,High,High,,High,,,,,
1,S05236100_20070802,High,High,,High,,,,,
1,S05236100_20080731,High,High,,High,,,,,
1,S05236100_20090805,High,High,,High,,,,,
1,S05236100_20100804,High,High,,High,,,,,
1,S05236100_20110801,High,High,,High,,,,,
1,S05236100_20120903,High,High,,High,,,,,
1,S05236100_20130925,High,High,,High,,,,,
1,S05236100_20140918,Good,Good,,Good,,,,,
1,S05236100_20160817,High,High,,High,,,,,
1,S05236100_20170824,High,High,,High,,,,,
1,S05236100_20180925,High,High,,High,,,,,
1,S05236100_20190927,High,High,,High,,,,,
1,S05236100_20200918,High,High,,High,,,,,
1,S05236100_20210817,Good,Good,,Good,,,,,
1,S05236100_20220930,High,High,,High,,,,,
1,S05237100_20130918,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20140911,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20150930,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20160908,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20171004,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20181002,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20190920,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20200916,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20210914,Moderate,Moderate,,Moderate,,,,,
1,S05237100_20220920,Moderate,Moderate,,Moderate,,,,,
1,S05238500_20070803,Good,Good,,Good,,,,,
1,S05238500_20161026,Good,Good,,Good,,,,,
1,S06153170_20160823,High,High,,High,,,,,
1,S06153170_20170830,High,High,,High,,,,,
1,S06153170_20220907,High,High,,High,,,,,
1,S06165120_20140917,Good,Good,,Good,,,,,
1,S06165130_20140924,High,High,,High,,,,,
1,S06166550_20100811,High,High,,High,,,,,
1,S06166550_20120910,High,High,,High,,,,,
1,S06166550_20130806,High,High,,High,,,,,
1,S06166550_20140729,High,High,,High,,,,,
1,S06166722_20140923,High,High,,High,,,,,
1,S06166722_20220819,High,High,,High,,,,,
