region,SamplingOperations_code,y_true,oof_pred,yhat_te,y_filled,proba_Bad,proba_Good,proba_High,proba_Moderate,proba_Poor
1,S06166722_20230802,High,High,,High,,,,,
1,S06166900_20150903,High,High,,High,,,,,
1,S06166920_20150903,High,High,,High,,,,,
1,S06166940_20150903,High,High,,High,,,,,
1,S06166970_20150902,High,High,,High,,,,,
1,S06166980_20150902,High,High,,High,,,,,
1,S06166990_20080702,High,High,,High,,,,,
1,S06166990_20100629,High,High,,High,,,,,
1,S06166990_20120911,Moderate,Moderate,,Moderate,,,,,
1,S06166990_20130905,High,High,,High,,,,,
1,S06166990_20150723,High,High,,High,,,,,
1,S06166990_20160902,High,High,,High,,,,,
1,S06166990_20170710,High,High,,High,,,,,
1,S06166990_20180724,High,High,,High,,,,,
1,S06166990_20190822,High,High,,High,,,,,
1,S06166990_20200916,High,High,,High,,,,,
1,S06166990_20210824,High,High,,High,,,,,
1,S06166990_20230726,Good,Good,,Good,,,,,
1,S06167520_20150903,Good,Good,,Good,,,,,
1,S06169880_20080715,Poor,Good,,Poor,,,,,
1,S06169880_20090703,Good,Good,,Good,,,,,
1,S06169880_20110621,High,High,,High,,,,,
1,S06169880_20120911,Good,Good,,Good,,,,,
1,S06169880_20130807,High,High,,High,,,,,
1,S06169880_20140729,Good,Good,,Good,,,,,
1,S06169880_20150723,Good,Good,,Good,,,,,
1,S06169880_20160901,High,High,,High,,,,,
1,S06169880_20171003,Good,Good,,Good,,,,,
1,S06169880_20180925,Good,Good,,Good,,,,,
1,S06169880_20190820,Good,Good,,Good,,,,,
1,S06169880_20200915,Good,Good,,Good,,,,,
1,S06169880_20210811,High,High,,High,,,,,
1,S06169880_20220817,Good,Good,,Good,,,,,
1,S06169880_20230801,High,High,,High,,,,,
1,S06169950_20080715,Good,Good,,Good,,,,,
1,S06169950_20090703,Good,Good,,Good,,,,,
1,S06169950_20100806,Good,Good,,Good,,,,,
1,S06169950_20120926,Good,Good,,Good,,,,,
1,S06169950_20130807,Good,Good,,Good,,,,,
1,S06169950_20140729,Good,Good,,Good,,,,,
1,S06169950_20150723,Good,Good,,Good,,,,,
1,S06169950_20160901,Good,Good,,Good,,,,,
1,S06169950_20170905,Good,Good,,Good,,,,,
1,S06169950_20180925,Good,Good,,Good,,,,,
1,S06169950_20190821,Good,Good,,Good,,,,,
1,S06169950_20200915,Good,Good,,Good,,,,,
1,S06169950_20210817,Good,Good,,Good,,,,,
1,S06169950_20220713,Good,Good,,Good,,,,,
1,S06169990_20080708,Good,Good,,Good,,,,,
1,S06169990_20090622,High,High,,High,,,,,
1,S06169990_20100628,Good,Good,,Good,,,,,
1,S06169990_20110622,High,High,,High,,,,,
1,S06169990_20120925,Moderate,Moderate,,Moderate,,,,,
1,S06169990_20130807,High,High,,High,,,,,
1,S06169990_20140812,Good,Good,,Good,,,,,
1,S06170000_20080716,High,High,,High,,,,,
1,S06170000_20090702,Good,Good,,Good,,,,,
1,S06170000_20100806,Good,Good,,Good,,,,,
1,S06170000_20110622,High,High,,High,,,,,
1,S06170000_20120925,Moderate,Moderate,,Moderate,,,,,
1,S06170000_20130807,High,High,,High,,,,,
1,S06170000_20140813,Good,Good,,Good,,,,,
1,S06170000_20150723,Moderate,Moderate,,Moderate,,,,,
1,S06170000_20160901,Good,Good,,Good,,,,,
1,S06170000_20171004,Moderate,Moderate,,Moderate,,,,,
1,S06170000_20190821,Good,Good,,Good,,,,,
1,S06170000_20200917,Good,Good,,Good,,,,,
1,S06170000_20210826,Poor,Poor,,Poor,,,,,
1,S06170000_20220817,Good,Good,,Good,,,,,
1,S06170000_20230807,Moderate,Moderate,,Moderate,,,,,
1,S06170180_20080707,High,High,,High,,,,,
1,S06170180_20090622,High,High,,High,,,,,
1,S06170180_20100628,Good,Good,,Good,,,,,
1,S06170180_20110622,High,High,,High,,,,,
1,S06170180_20120914,Good,Good,,Good,,,,,
1,S06170180_20130807,High,High,,High,,,,,
1,S06172930_20120723,High,High,,High,,,,,
1,S06172930_20130711,High,High,,High,,,,,
1,S06172930_20140923,High,High,,High,,,,,
1,S06172930_20150716,High,High,,High,,,,,
1,S06172930_20180904,High,High,,High,,,,,
1,S06172930_20190612,High,High,,High,,,,,
1,S06172930_20200810,High,High,,High,,,,,
1,S06172930_20210702,High,High,,High,,,,,
1,S06172930_20220704,High,High,,High,,,,,
1,S06172940_20150825,High,High,,High,,,,,
1,S06174560_20140924,Good,Good,,Good,,,,,
1,S06175400_20130828,High,High,,High,,,,,
1,S06175400_20140917,High,High,,High,,,,,
1,S06175400_20150825,High,High,,High,,,,,
1,S06175400_20160831,High,High,,High,,,,,
1,S06175400_20180802,High,High,,High,,,,,
1,S06175400_20190909,High,High,,High,,,,,
1,S06175400_20210831,High,High,,High,,,,,
1,S06175400_20221010,High,High,,High,,,,,
1,S06175490_20140925,High,High,,High,,,,,
1,S06175500_20090623,Good,Good,,Good,,,,,
1,S06175500_20100629,Good,Good,,Good,,,,,
1,S06175500_20120913,Good,Good,,Good,,,,,
1,S06175500_20130806,Good,Good,,Good,,,,,
1,S06175515_20140925,Bad,Good,,Bad,,,,,
1,S06175517_20120829,High,High,,High,,,,,
1,S06175517_20130829,High,High,,High,,,,,
1,S06175517_20140918,High,High,,High,,,,,
1,S06175517_20150826,High,High,,High,,,,,
1,S06175517_20171207,High,High,,High,,,,,
1,S06175517_20180802,High,High,,High,,,,,
1,S06175517_20190909,High,High,,High,,,,,
1,S06175517_20210831,High,High,,High,,,,,
1,S06175517_20221011,High,High,,High,,,,,
1,S06175540_20080804,High,High,,High,,,,,
1,S06175540_20120913,Good,Good,,Good,,,,,
1,S06175540_20160831,High,High,,High,,,,,
1,S06175540_20170905,Good,Good,,Good,,,,,
1,S06175540_20180926,High,High,,High,,,,,
1,S06175540_20190903,Good,Good,,Good,,,,,
1,S06175540_20200903,High,High,,High,,,,,
1,S06175540_20210809,High,High,,High,,,,,
1,S06175540_20220923,Good,Good,,Good,,,,,
1,S06175540_20230823,High,High,,High,,,,,
1,S06175587_20160823,High,High,,High,,,,,
1,S06175587_20170830,High,High,,High,,,,,
1,S06175587_20220602,High,High,,High,,,,,
1,S06175600_20080804,High,High,,High,,,,,
1,S06175600_20090629,High,High,,High,,,,,
1,S06175600_20100701,High,High,,High,,,,,
1,S06175600_20110629,High,High,,High,,,,,
1,S06175600_20120914,High,High,,High,,,,,
1,S06175600_20130805,High,High,,High,,,,,
1,S06175600_20150728,High,High,,High,,,,,
1,S06175600_20160831,High,High,,High,,,,,
1,S06175600_20190903,High,High,,High,,,,,
1,S06175600_20200904,High,High,,High,,,,,
1,S06175600_20210824,High,High,,High,,,,,
1,S06175600_20220809,High,High,,High,,,,,
1,S06175600_20230823,High,High,,High,,,,,
1,S06175645_20080805,High,High,,High,,,,,
1,S06175645_20090629,High,High,,High,,,,,
1,S06175645_20100908,Good,Good,,Good,,,,,
1,S06175645_20110629,Good,Good,,Good,,,,,
1,S06175645_20120915,Good,Good,,Good,,,,,
1,S06175645_20130808,High,High,,High,,,,,
1,S06175645_20140730,High,High,,High,,,,,
1,S06175645_20150728,Good,Good,,Good,,,,,
1,S06175645_20160831,Good,Good,,Good,,,,,
1,S06175645_20170904,High,High,,High,,,,,
1,S06175645_20180926,High,High,,High,,,,,
1,S06175645_20190904,High,High,,High,,,,,
1,S06175645_20200903,High,High,,High,,,,,
1,S06175645_20210809,Moderate,Moderate,,Moderate,,,,,
1,S06175645_20230724,High,High,,High,,,,,
1,S06175650_20160824,High,High,,High,,,,,
1,S06175650_20170830,High,High,,High,,,,,
1,S06175650_20220824,High,High,,High,,,,,
1,S06175665_20160630,High,High,,High,,,,,
1,S06175665_20170621,High,High,,High,,,,,
1,S06175665_20220601,High,High,,High,,,,,
1,S06175680_20160822,Good,Good,,Good,,,,,
1,S06175680_20170829,High,High,,High,,,,,
1,S06175680_20220907,High,High,,High,,,,,
1,S06175685_20160623,Good,Good,,Good,,,,,
1,S06175685_20170621,High,High,,High,,,,,
1,S06175685_20220601,High,High,,High,,,,,
1,S06175750_20100629,High,High,,High,,,,,
1,S06175820_20160616,High,High,,High,,,,,
1,S06175820_20170621,High,High,,High,,,,,
1,S06175820_20220601,High,High,,High,,,,,
1,S06175840_20100630,Moderate,Moderate,,Moderate,,,,,
1,S06175840_20110629,Good,Good,,Good,,,,,
1,S06175840_20130625,Good,Good,,Good,,,,,
1,S06175840_20140609,High,High,,High,,,,,
1,S05169000_20130911,,,High,High,0.0006690649679311641,0.008372286061241031,0.9889474784257161,0.0015661499417264646,0.0004450206033852558
1,S05169000_20200819,,,High,High,0.0040585620925185925,0.352633286441476,0.619726280904533,0.019927443314744765,0.0036544272467276895
1,S05172000_20210813,,,Good,Good,0.006307337948691447,0.7455727517021525,0.12467282364118751,0.1109269493658832,0.012520137342085286
1,S05172050_20210824,,,Good,Good,0.004902431259715455,0.6445136049242712,0.10569411481737215,0.23776131790861058,0.007128531090030578
1,S05172350_20120827,,,High,High,0.0009828460711101435,0.01536848019248137,0.9806707475828913,0.0020285871456649967,0.0009493390078522394
1,S05172800_20150721,,,High,High,0.0022772487278534927,0.03948964847306702,0.9486972506293394,0.0054565643768536756,0.004079287792886401
1,S05172800_20160719,,,High,High,0.004056057468630962,0.15413446882318627,0.8319680179950298,0.005624837299690778,0.00421661841346212
1,S05172800_20180816,,,High,High,0.005009161750743344,0.18666750105718383,0.7886348330013695,0.012373243400951646,0.007315260789751724
1,S05172900_20140820,,,High,High,0.00031098414746232115,0.002264556230157927,0.9968339748033386,0.00031638855412652724,0.00027409626491468165
1,S05172920_20220830,,,High,High,0.0016163459970583297,0.05516593686832612,0.9386145142004042,0.0034577561123569885,0.0011454468218544006
1,S05173150_20070808,,,High,High,0.00026322631164770485,0.0010385595025805133,0.9980745536024503,0.000437921097396818,0.00018573948592460568
1,S05173150_20090701,,,High,High,0.0007892421775398476,0.012873997326695056,0.9847278859783128,0.0007129991618803244,0.0008958753555718818
1,S05173150_20150721,,,High,High,0.00029055480490669267,0.0014804359641344424,0.9976646978283477,0.0002831077167111209,0.00028120368590007393
1,S05173180_20140717,,,High,High,0.0010397679973836382,0.035662014390257096,0.9598558044046797,0.0014799209458047152,0.001962492261874937
1,S05173200_20120817,,,High,High,0.0021842715196898946,0.12152599760304186,0.8713379596022205,0.0028241111338599086,0.0021276601411878244
1,S05173200_20190925,,,Good,Good,0.010640240423012159,0.5611755926326233,0.30525157282014714,0.09541209920419519,0.02752049492002225
1,S05173200_20200826,,,High,High,0.0027429620190848472,0.09706075547578054,0.8908106054164413,0.0064488295557805836,0.0029368475329127047
1,S05173260_20130828,,,High,High,0.0006062102289153609,0.006886148448911647,0.9913218075612573,0.0006754275158614364,0.0005104062450542427
1,S05173270_20140722,,,High,High,0.0005344371895309668,0.0037270470069699388,0.994568109859678,0.0006147528185793499,0.0005556531252417433
1,S05173280_20220912,,,Good,Good,0.01607567402523116,0.4730105276738342,0.18785185622065145,0.2875857576239843,0.0354761844562989
1,S05173350_20150721,,,High,High,0.0005754558142247395,0.00817184769870954,0.9902875032328261,0.0004379732535939633,0.000527220000645683
1,S05173350_20210927,,,High,High,0.005159714449018912,0.15352002350989816,0.8199461404121225,0.016496888037423676,0.004877233591536737
1,S05173400_20130828,,,High,High,0.007291825991221744,0.23460167766577492,0.7012230193770739,0.035462413164827296,0.021421063801102203
1,S05173420_20170802,,,High,High,0.0003677521488977909,0.0019179238948137968,0.9967995179351649,0.0006434167469107794,0.0002713892742128142
1,S05173420_20190926,,,High,High,0.0002870980298172666,0.0021367648563389518,0.9969666792745525,0.0004100775483555176,0.00019938029093577128
1,S05173450_20120817,,,High,High,0.00023662684149257645,0.0006995816831328408,0.9985290599387987,0.00033718018114346624,0.00019755135543242356
1,S05173450_20140717,,,High,High,0.0002042952435315794,0.00043611985896094057,0.9989940691425315,0.0002047934574615977,0.0001607222975143139
1,S05176100_20140611,,,High,High,0.0030822173673961924,0.1719337655666698,0.812128175216946,0.010174999622389418,0.002680842226598517
1,S05176100_20160615,,,High,High,0.002866449465714271,0.16729720902855225,0.8187612171873409,0.008986841474831263,0.002088282843561411
1,S05176150_20210707,,,High,High,0.003310956337657876,0.06572207150658547,0.8597621435780176,0.06880299093242978,0.0024018376453092197
1,S05176160_20220727,,,High,High,0.0076560178268105785,0.4437105084417975,0.48037669331045835,0.06132424284512685,0.006932537575806701
1,S05176170_20180808,,,Moderate,Moderate,0.003943627621244645,0.10071810133248645,0.03801569639021766,0.8539318271358178,0.003390747520233438
1,S05176170_20210707,,,High,High,0.008368544818302237,0.31290571912237874,0.4545697563936125,0.21847210738302714,0.005683872282679367
1,S05176170_20220727,,,High,High,0.0058848051655336665,0.25847777447430936,0.6627870131078636,0.0684417404354736,0.004408666816819768
1,S05176900_20150609,,,High,High,0.0003858608996883475,0.0024339909788342277,0.9962271121128249,0.0006596276433953567,0.0002934083652572315
1,S05176900_20160706,,,Good,Good,0.0074386108705220295,0.7751938801749743,0.16399681781973266,0.04610619009052092,0.007264501044250107
1,S05178200_20150609,,,Good,Good,0.008039176329313615,0.8121201259846219,0.07244203118238918,0.09591588962219096,0.01148277688148433
1,S05178200_20160707,,,Good,Good,0.006340994422852129,0.6519670407515284,0.08023971222050837,0.25081783229426313,0.01063442031084796
1,S05178200_20200916,,,Moderate,Moderate,0.007825859399605686,0.22088590561283517,0.10434465291724553,0.6518565064224625,0.01508707564785109
1,S05178900_20200701,,,High,High,0.0019168432378699096,0.07654306309464366,0.9129742404150906,0.00714104763880371,0.0014248056135921863
1,S05179000_20160913,,,High,High,0.0026522339741838403,0.038068660590048854,0.9496240528687294,0.005386351685881924,0.004268700881156006
1,S05179500_20090702,,,High,High,0.00027674665123450336,0.0008139953896014433,0.9982625349351071,0.00038344315106748884,0.0002632798729894373
1,S05179500_20220727,,,High,High,0.00029647762856552153,0.0015489604176001288,0.9974399559771188,0.00045949362136097304,0.00025511235535465124
1,S05180210_20150722,,,High,High,0.00018470022287804606,0.00039448058368704044,0.9990758635490075,0.00018831616999124147,0.00015663947443621438
1,S05180220_20191008,,,High,High,0.00022791376770282343,0.0014645316501017492,0.9978090392830677,0.0003436780575014112,0.0001548372416262414
1,S05180295_20150722,,,High,High,0.0014515339930147584,0.03714950772537621,0.9504856511507447,0.008556299882737454,0.0023570072481269356
1,S05180550_20130911,,,High,High,0.0014450596002846994,0.04269033853107722,0.9530884199682883,0.0014135934715167728,0.0013625884288329655
1,S05180700_20120910,,,High,High,0.001399090286294123,0.010301812592691466,0.9792916217464855,0.005228302927892923,0.0037791724466360015
1,S05180700_20140722,,,High,High,0.00047951503743821666,0.0035099471675646737,0.9946074616938252,0.0010065229837644173,0.0003965531174074769
1,S05180700_20160720,,,High,High,0.0008821886800120866,0.00795939757177602,0.9860189037936817,0.0030334189305127445,0.0021060910240174387
1,S05180800_20100630,,,High,High,0.0001884833314795428,0.0003659204205989786,0.9990113906308794,0.0003027191248815659,0.00013148649216050042
1,S05180820_20130911,,,High,High,0.00017588635882038325,0.0003738230320503575,0.9991156907820442,0.00019691425562008547,0.00013768557146501617
1,S05180820_20161005,,,High,High,0.00020369119972418778,0.0005641905857225976,0.9988531345775056,0.0002197251555158932,0.0001592584815317898
1,S05180850_20161005,,,High,High,0.00023172544251847524,0.0008323873767116683,0.9984816379805613,0.0002564949837120623,0.00019775421649649648
1,S05180850_20180816,,,High,High,0.0002325263880043305,0.000625130941959829,0.9986807523330182,0.0002566259016896075,0.00020496443532799031
1,S05180850_20190723,,,High,High,0.00020284303384302785,0.0006938441728822716,0.9987413391223352,0.0002042375147900611,0.00015773615614946302
1,S05181000_20070807,,,High,High,0.0005124826365557491,0.0025802849712472068,0.994315764099912,0.0020675299810567127,0.000523938311228384
1,S05181100_20150722,,,High,High,0.0008419043285936226,0.01911716938706257,0.977308706134941,0.0021153285971144235,0.0006168915522883347
1,S05181130_20210831,,,Moderate,Moderate,0.007968929440390767,0.28926431566984334,0.06844366207968731,0.627332973131917,0.00699011967816156
1,S05181200_20120908,,,Good,Good,0.008528079279530539,0.6482174084207213,0.2495449890649081,0.07618024533658431,0.017529277898255792
1,S05181200_20161003,,,High,High,0.0063221189635022474,0.19670766729424474,0.7590621166797037,0.0325485730954579,0.0053595239670913945
1,S05181600_20070807,,,High,High,0.007836734371677936,0.3066672551818513,0.6584139228958772,0.02070623935322743,0.006375848197366222
1,S05181600_20090625,,,High,High,0.00124842550933356,0.013965750722814878,0.9793637822453652,0.0028968508222977467,0.0025251907001885717
1,S05181800_20090626,,,High,High,0.000753899768918041,0.004282198049865497,0.9910426451914287,0.0021206557952842433,0.001800601194503557
1,S05182200_20150723,,,Good,Good,0.005900364148026522,0.5670419570369339,0.3721715366110517,0.03354328264731549,0.021342859556672398
1,S05183000_20080731,,,High,High,0.0002947182871151873,0.0013338517477702264,0.9972146387373504,0.0007945866859645137,0.0003622045417996374
1,S05183000_20190910,,,High,High,0.00037366904152320147,0.0009633435779443376,0.9967573675570142,0.0013531789248046359,0.0005524408987136979
1,S05183500_20210817,,,High,High,0.0008272063396362,0.01203610341941751,0.9849806319243238,0.0012605501729685141,0.0008955081436539722
1,S05183600_20170928,,,High,High,0.0005070436249985789,0.006032681195155189,0.9923594762669508,0.0006628343948132617,0.00043796451808219075
1,S05183600_20210916,,,High,High,0.008230510183108058,0.3940473802276838,0.5301259169916174,0.05641533072370166,0.011180861873889085
1,S05183710_20140729,,,High,High,0.0003353689229131234,0.0014629130587695354,0.9975997001396375,0.0003081973820154003,0.00029382049666438787
1,S05183710_20180807,,,High,High,0.00040185658634165494,0.0017181440618425198,0.9965391750786193,0.0006140957332921049,0.0007267285399043445
1,S05183710_20200908,,,High,High,0.0006706697697203828,0.003987085042855674,0.9931647103467702,0.001665170058561608,0.000512364782092089
1,S05183710_20210928,,,High,High,0.0007094746710681142,0.00616124600246009,0.989804509413047,0.0015899748591391046,0.001734795054285725
1,S05183848_20190923,,,High,High,0.003106242867200935,0.04131294205393646,0.9341280830096859,0.018573119108898157,0.0028796129602785695
1,S05183850_20190924,,,High,High,0.007848492860088558,0.4460045418050352,0.5213928246935495,0.018417541023425483,0.006336599617901256
1,S05183860_20170720,,,High,High,0.002734192873670874,0.06032296025077204,0.9267822676185722,0.008220280270655588,0.0019402989863293336
1,S05183860_20180808,,,Good,Good,0.007978019824681234,0.7868419206505031,0.14819351804772976,0.05070051136336829,0.006286030113717642
1,S05183862_20160804,,,High,High,0.0007136131457049532,0.005462775711496414,0.9912107771534191,0.001365319419799329,0.0012475145695802123
1,S05183920_20180925,,,High,High,0.00028943303997234707,0.0006945701103041944,0.9982679420743737,0.0004774406806043897,0.00027061409474529025
1,S05183930_20160927,,,Good,Good,0.009302224695338899,0.7495406649673725,0.1972197833342354,0.029948174088826964,0.013989152914226297
1,S05183970_20080909,,,High,High,0.00047449699945084384,0.004272204294594226,0.9942062945326494,0.0006550412993317556,0.00039196287397373733
1,S05183970_20130910,,,High,High,0.000295563152808715,0.0014523846924686696,0.997554799535862,0.0004541839411245641,0.00024306867773600844
1,S05199250_20200917,,,High,High,0.00034141807831463496,0.0021296264322343515,0.9964177476831928,0.0008353574556748998,0.0002758503505833197
1,S05199450_20171002,,,Moderate,Moderate,0.002013292584739906,0.3439279122573436,0.0033786475376757987,0.6314776400126573,0.01920250760758337
1,S05199600_20151001,,,Good,Good,0.0038178826626175688,0.9089292939636443,0.04928591455800033,0.02712190345710755,0.010845005358630245
1,S05199600_20160906,,,Good,Good,0.011427872761022893,0.5905808778918308,0.13243649838289015,0.2248623211641688,0.04069242980008745
1,S05199700_20170928,,,High,High,0.01022577500879782,0.32021937741450224,0.3785307467441769,0.2836461186910858,0.0073779821414372004
1,S05199700_20220920,,,Good,Good,0.016518175371202985,0.3814110702637899,0.29377409405390603,0.29289045520745516,0.01540620510364596
1,S05199750_20210915,,,High,High,0.0017409399201258836,0.011117771487360085,0.977036711600354,0.008523031523489936,0.0015815454686700823
1,S05199800_20120919,,,Good,Good,0.007832541371205697,0.43692557366429263,0.43433613919941017,0.07278268262914245,0.048123063135949044
1,S05199800_20160908,,,Good,Good,0.004144359055225835,0.8302674575753158,0.012383501466361623,0.13934451815306667,0.013860163750030078
1,S05199800_20190921,,,Moderate,Moderate,0.0021216578044250655,0.2112423154482787,0.0070228398809544295,0.7638270757136659,0.01578611115267591
1,S05199800_20200917,,,High,High,0.005774982871010043,0.12631394257274606,0.7430544069081851,0.11127309755067424,0.013583570097384479
1,S05199800_20210915,,,High,High,0.003912664435039302,0.049292537695309835,0.8434491647532547,0.09329791249751876,0.010047720618877347
1,S05200050_20070803,,,High,High,0.006145855960543185,0.11573760367761855,0.8083022345978603,0.05570773110516565,0.014106574658812333
1,S05200050_20130919,,,High,High,0.005393582509230456,0.07957712727644049,0.8114282062809306,0.09769262578159951,0.005908458151798982
1,S05200115_20130919,,,High,High,0.0010952631933231673,0.007219512162661952,0.9844085774700507,0.0063058553616894275,0.0009707918122746711
1,S05200115_20160921,,,Good,Good,0.00431415822230219,0.5607802415466464,0.02258089242593808,0.40743301362209755,0.004891694183015814
1,S05200115_20210915,,,Good,Good,0.01247191203172128,0.5476188298226019,0.24403100761158983,0.18517745334483948,0.010700797189247487
1,S05200135_20180828,,,High,High,0.0006222210308847424,0.003340086407206724,0.9935997644720618,0.0018485103352522461,0.0005894177545944898
1,S05201060_20130919,,,Good,Good,0.010635339714411681,0.5200099378079731,0.11108467044914888,0.34501204087405674,0.01325801115440956
1,S05201060_20170927,,,Good,Good,0.010099221265483417,0.6380092656130352,0.17003120893688076,0.1737611633891149,0.008099140795485732
1,S05201060_20220921,,,Good,Good,0.008103023592591255,0.6707598823133438,0.2629232507011418,0.05112730161866114,0.007086541774261941
1,S05203058_20160922,,,High,High,0.00040346932442247895,0.0019718752358447904,0.9963299220024835,0.0009868027001431142,0.0003079307371060836
1,S05203060_20171010,,,High,High,0.002751442960237267,0.09609695955801596,0.8872953456006948,0.011089732437468684,0.002766519443583268
1,S05203060_20191003,,,High,High,0.00023841467130453382,0.0005730577555574856,0.9982441942938799,0.0007581782622905829,0.00018615501696753116
1,S05203060_20220810,,,High,High,0.0008049303006094704,0.010207238997170078,0.986425943519336,0.002025226023689558,0.0005366611591948711
1,S05204880_20140912,,,High,High,0.0003677057134962595,0.0019438910703432856,0.9966357438817476,0.0007706895189784789,0.00028196981543444547
1,S05204880_20180906,,,High,High,0.0005596440427027457,0.003560698056830609,0.9933940034108266,0.002008864981530995,0.00047678950810905606
1,S05204880_20220921,,,High,High,0.005229538710836054,0.09472447620903283,0.8708092647392014,0.02459435727571291,0.0046423630652168155
1,S05206180_20220922,,,High,High,0.00028232977909419703,0.0013945940211161805,0.997613942151649,0.0004923850239281891,0.00021674902421243137
1,S05206500_20120907,,,High,High,0.00639327493366004,0.22441742440714876,0.7456749882524947,0.016216339988989782,0.007297972417706797
1,S05206500_20140912,,,High,High,0.007429760029020012,0.39856109449961463,0.5748442472989753,0.014395295796492976,0.004769602375897046
1,S05206880_20200918,,,Good,Good,0.005289210910824444,0.6677513684400985,0.3057855650020571,0.01670674039806512,0.00446711524895473
1,S05207050_20170830,,,High,High,0.0038282591196970813,0.08274297778394069,0.9004392421996634,0.009814606477773286,0.0031749144189255106
1,S05207050_20210819,,,High,High,0.0012303063311437437,0.01793846473171946,0.9746666470075338,0.004081952351865054,0.0020826295777379186
1,S05207070_20140913,,,High,High,0.0002926214052235407,0.0014391438927263168,0.9976282640742457,0.0004474913260295141,0.00019247930177499368
1,S05217150_20080730,,,High,High,0.005760498379769958,0.30916795321702184,0.6661298911365161,0.013126031575090444,0.005815625691601603
1,S05217150_20130921,,,High,High,0.006605959380498874,0.24155693818854,0.7243536582563822,0.019508598027133044,0.00797484614744589
1,S05217150_20190927,,,Good,Good,0.007899520830442897,0.4054617836461017,0.023873490945918587,0.37180542530336874,0.1909597792741681
1,S05217310_20150928,,,High,High,0.0005938969542837519,0.0036225428280053196,0.9917786701250704,0.0034757477640336766,0.0005291423286069194
1,S05217310_20180824,,,High,High,0.0027657871383713496,0.07888338173647769,0.8985677593716004,0.017517729183767906,0.0022653425697826374
1,S05217350_20160913,,,High,High,0.0008942473917477556,0.01220535317225424,0.9851663842298887,0.001142318143169403,0.0005916970629399535
1,S05217400_20080822,,,High,High,0.010217948247009919,0.3881850379994432,0.5070796788381672,0.06757667899868805,0.02694065591669169
1,S05217800_20170824,,,High,High,0.00030308232667628453,0.0013286305465262035,0.9974561763297284,0.0006208413664381142,0.00029126943063103705
1,S05218000_20100804,,,High,High,0.0006406436935164643,0.012413944877794424,0.9846783740580562,0.001081274458191937,0.0011857629124409396
1,S05218250_20141023,,,High,High,0.008003030866370393,0.3500921411901147,0.5291908358727078,0.08938302803140587,0.023330964039401318
1,S05218450_20150929,,,High,High,0.00033499296759315896,0.0013729818997395935,0.9973978755053355,0.0006437728142198406,0.00025037681311185206
1,S05218450_20161006,,,High,High,0.0005115966743705088,0.0033305603785937997,0.994382851562206,0.001323159542313864,0.0004518318425158217
1,S05218460_20170823,,,High,High,0.0030933158621185876,0.10883094750452836,0.8757856794092459,0.009831723169134575,0.002458334054972536
1,S05218500_20110812,,,High,High,0.00023483062270193158,0.0007520279387616049,0.9984872040241753,0.00037033360033876837,0.00015560381402239
1,S05218500_20190925,,,High,High,0.0002973169993003169,0.0010830132850412272,0.9974689784685421,0.0008279850257857607,0.0003227062213306301
1,S05218560_20210817,,,High,High,0.00026710463154656764,0.0005641074543350061,0.9985837023745474,0.00039126658160829736,0.00019381895796270483
1,S05218620_20150929,,,High,High,0.0008789038091605717,0.011973616105853006,0.9831112927077394,0.003354772563405814,0.0006814148138411847
1,S05218630_20140909,,,High,High,0.00047634471731594104,0.00214597604263932,0.9955282722167522,0.0015206870027153643,0.00032872002057720423
1,S05218630_20210818,,,High,High,0.00019753173464641844,0.0003542675519665488,0.9988908498127254,0.0004169881421920635,0.00014036275846963334
1,S05218700_20090804,,,High,High,0.003060916318969349,0.021707604721449877,0.9396510352703338,0.030889258443053017,0.004691185246193986
1,S05218700_20150929,,,High,High,0.0019090098136725247,0.01443754179944373,0.9649213816019789,0.015868814115276447,0.0028632526696283846
1,S05218700_20160928,,,High,High,0.00046894186041144577,0.0019340209724865369,0.9961095843971721,0.0011050649188966114,0.00038238785103330116
1,S05218700_20161007,,,High,High,0.003401999410086809,0.021266178005603265,0.9323324055333039,0.03738625144795594,0.005613165603050127
1,S05218700_20180912,,,High,High,0.000955492957374737,0.0120911833086225,0.9844482545769657,0.001828297164360837,0.0006767719926761524
1,S05234290_20150804,,,High,High,0.007547534561172473,0.18129919528453348,0.6963862203409447,0.10272127423391161,0.012045775579437814
1,S05234290_20170801,,,Good,Good,0.00625095031861599,0.6271984983385064,0.2833165738659085,0.07622229077180433,0.007011686705164781
1,S05236000_20150804,,,High,High,0.0005811430540344874,0.0019975764898978138,0.9941873197412197,0.001168458681043715,0.0020655020338042965
1,S05236000_20200811,,,High,High,0.0004536698242012519,0.0033416329948573204,0.9953276215880996,0.0005373330947118352,0.00033974249812995723
1,S05236100_20150805,,,High,High,0.012426573187457978,0.3129695142396874,0.5051766174380872,0.10922979858486369,0.060197496549903785
1,S05238500_20171102,,,Good,Good,0.0056978401109682815,0.7480861234213515,0.05179964948798123,0.16903132845674126,0.02538505852295775
1,S06165190_20140915,,,High,High,0.0007500861113318316,0.004717771627759237,0.9922685656656055,0.0016202787182904156,0.0006432978770129771
1,S06166990_20090702,,,High,High,0.0003569468607316649,0.0024966734117492866,0.9961923966778591,0.0005984340459902059,0.0003555490036698005
1,S06166990_20110525,,,High,High,0.000392753234133409,0.0018905493713520921,0.9959569845002754,0.001396577843365767,0.000363135050873317
