IBD_pred,SamplingOperations_code
12.96643261625204,S03014000_20150914
19.64861791302893,S03014030_20120703
19.654923640853077,S03014130_20110912
20.07264060105861,S03014130_20120802
20.17872911040106,S03014130_20130902
20.277952085679217,S03014140_20120702
20.301593094496543,S03014550_20190520
18.341048910988825,S03014907_20130925
17.592264210794646,S03014927_20120821
20.186752416173185,S03014986_20120903
18.83557000702226,S03015000_20180514
19.64342043396635,S03015000_20200804
16.26098506899264,S03016840_20150727
19.49950769580015,S03017000_20170720
15.853382312738777,S03018342_20150721
15.63060837847253,S03018342_20210630
16.387637476009903,S03018431_20220825
10.760245372056538,S03018531_20120725
15.285246680536098,S03018675_20110915
18.08151175646859,S03018675_20130827
15.56949223903167,S03020000_20120710
17.347476116135574,S03020145_20120709
15.057592261996387,S03020591_20120903
15.80752025526384,S03020650_20140702
15.177366027808713,S03021000_20140730
16.328272261653808,S03021000_20180717
19.36186500458806,S03021588_20190607
19.840643735020702,S03022000_20160916
20.485217717834146,S03022000_20210604
19.72448700125407,S03022589_20190606
12.72898089833722,S03022718_20210528
12.774578405305299,S03022790_20190521
15.935949374328958,S03022840_20190604
15.321927566926066,S03023000_20150721
9.494347733901712,S03023025_20190604
17.720613347071552,S03024245_20100818
16.266963587446106,S03024245_20110525
19.605619851408065,S03024245_20120711
17.57558069779413,S03024245_20140707
17.27310549560671,S03024294_20130709
20.181479565203954,S03024300_20120709
15.500934661256077,S03024300_20181008
18.111454759679017,S03024392_20120711
13.18101383329461,S03024510_20220803
15.738391815618346,S03024560_20110607
13.836086627081414,S03024560_20120712
12.773858463463368,S03024736_20181011
14.932019909019065,S03024840_20120712
18.550434221341558,S03024840_20150928
17.77246701305935,S03025238_20120712
16.113316416210203,S03025238_20220830
19.82858837144207,S03025368_20120712
19.8074857208101,S03025368_20150616
18.902045005066054,S03025368_20161026
18.320885358783613,S03025368_20170705
18.480776868489144,S03025368_20190801
14.830594886080021,S03025440_20150616
15.513644367665442,S03025492_20181001
15.85296467744786,S03025551_20150616
18.29259272230037,S03025919_20100818
20.009486893985986,S03025919_20120712
20.015540008749117,S03025919_20190801
19.584044214295275,S03026179_20100809
18.807865973335804,S03026382_20110608
19.75032797898931,S03027000_20120719
14.911448616953647,S03027000_20140811
11.177149509794614,S03027000_20180820
15.596151492778157,S03027490_20110929
15.060797000993091,S03027490_20120723
9.120190218161582,S03027549_20100901
6.990463584921359,S03027549_20150722
14.123487752255416,S03027697_20150929
12.423012955761585,S03029000_20120723
13.778111940355682,S03029000_20190919
15.599176142022838,S03029500_20110616
15.833053212089759,S03029500_20150729
13.453428501810938,S03029530_20120723
14.63195676509458,S03029530_20170720
16.01201301767365,S03029630_20190509
15.00943227417375,S03029798_20150727
15.281330184559854,S03030000_20110928
15.765713496091507,S03031191_20150716
15.414572270046136,S03032000_20140804
14.005286882116545,S03032000_20180822
16.463337250441278,S03032550_20150703
18.847548061512992,S03032675_20120712
15.699895364211088,S03032675_20130624
15.972920726624313,S03032675_20210525
17.80562023689803,S03032695_20160915
18.323732730757257,S03032731_20130709
14.678934235678831,S03032780_20150630
13.748357694157422,S03033000_20100810
11.23072545090475,S03033000_20220721
18.539165577786775,S03033030_20220805
17.086289231121427,S03033038_20140620
18.753221996169685,S03033050_20140620
17.587980688807924,S03033120_20220830
19.321779433760696,S03033200_20120712
17.515680216707192,S03033240_20100819
19.15239863615388,S03033240_20120711
15.724016981210877,S03033273_20160721
18.002689379106208,S03033306_20120712
17.57449668911284,S03033306_20140717
18.618256813829205,S03033306_20160720
19.00565890128608,S03033306_20170705
18.03544180290245,S03033306_20200730
16.221423310325044,S03033660_20120712
9.420255514830254,S03034254_20150703
8.944662836665866,S03034370_20200624
13.375054923781782,S03034465_20170705
15.460725414700299,S03034720_20120712
15.924401804732346,S03034720_20160727
14.818737997471603,S03034720_20170705
15.12398073054024,S03034813_20150703
14.380132594795182,S03035000_20110609
16.24440374384793,S03035455_20120719
16.433263334740037,S03035570_20170622
17.1411624854964,S03035840_20170720
18.24446394916678,S03036030_20110929
16.815960414803392,S03036030_20170622
17.97360273635995,S03036070_20120719
16.549461361436943,S03036070_20220518
15.61075014834092,S03036332_20150702
15.429124187939099,S03036475_20200611
14.896181222849233,S03036496_20140821
15.13018133302533,S03036510_20100707
16.255969600271,S03036510_20120626
15.45681082382308,S03036630_20150703
16.365840943880862,S03036710_20140820
16.707865227669707,S03037480_20120719
16.25397913796169,S03037480_20200724
14.542184013544587,S03037550_20210906
15.523792156570153,S03037576_20200724
16.5746457249835,S03037650_20120719
15.812222997938782,S03037650_20130626
16.102117275530535,S03038630_20200722
15.671990635447163,S03038700_20110929
16.85234725051643,S03039000_20120723
17.160290824218745,S03039000_20130730
13.425066000354542,S03039000_20190920
11.101707855133867,S03039000_20200917
14.05686847900641,S03039110_20150701
16.954855063315595,S03039130_20150702
14.065271142740192,S03039240_20150702
16.236992387119464,S03039673_20150701
16.12215565711693,S03039940_20120718
17.165790907498955,S03039940_20200625
18.968573442964164,S03040250_20120626
9.102262219438401,S03040250_20200624
15.62812888519434,S03040250_20220616
16.34706287763957,S03040450_20200610
15.573140432153242,S03040791_20150702
14.614285495210527,S03041000_20120919
